mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,32,4096,12,2,128,warmup,0,2269,0
baseline,0,32,4096,12,2,128,warmup,1,2375,0
baseline,0,32,4096,12,2,128,warmup,2,2370,0
baseline,0,32,4096,12,2,128,warmup,3,2363,0
baseline,0,32,4096,12,2,128,warmup,4,2379,0
baseline,0,32,4096,12,2,128,measure,0,2372,0
baseline,0,32,4096,12,2,128,measure,1,2424,0
baseline,0,32,4096,12,2,128,measure,2,2293,0
baseline,0,32,4096,12,2,128,measure,3,2264,0
baseline,0,32,4096,12,2,128,measure,4,2217,0
baseline,0,32,4096,12,2,128,measure,5,2267,0
baseline,0,32,4096,12,2,128,measure,6,2221,0
baseline,0,32,4096,12,2,128,measure,7,2300,0
baseline,0,32,4096,12,2,128,measure,8,2210,0
baseline,0,32,4096,12,2,128,measure,9,2265,0
baseline,0,32,4096,12,2,128,measure,10,2268,0
baseline,0,32,4096,12,2,128,measure,11,2188,0
baseline,0,32,4096,12,2,128,measure,12,2255,0
baseline,0,32,4096,12,2,128,measure,13,2309,0
baseline,0,32,4096,12,2,128,measure,14,2383,0
baseline,0,32,4096,12,2,128,measure,15,2378,0
baseline,0,32,4096,12,2,128,measure,16,2524,0
baseline,0,32,4096,12,2,128,measure,17,2520,0
baseline,0,32,4096,12,2,128,measure,18,2492,0
baseline,0,32,4096,12,2,128,measure,19,2526,0
