mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,16,4096,12,2,128,warmup,0,1188,0
lut-exp,0,16,4096,12,2,128,warmup,1,1400,0
lut-exp,0,16,4096,12,2,128,warmup,2,1469,0
lut-exp,0,16,4096,12,2,128,warmup,3,1397,0
lut-exp,0,16,4096,12,2,128,warmup,4,1361,0
lut-exp,0,16,4096,12,2,128,measure,0,1470,0
lut-exp,0,16,4096,12,2,128,measure,1,1377,0
lut-exp,0,16,4096,12,2,128,measure,2,1366,0
lut-exp,0,16,4096,12,2,128,measure,3,1377,0
lut-exp,0,16,4096,12,2,128,measure,4,1344,0
lut-exp,0,16,4096,12,2,128,measure,5,1421,0
lut-exp,0,16,4096,12,2,128,measure,6,1369,0
lut-exp,0,16,4096,12,2,128,measure,7,1477,0
lut-exp,0,16,4096,12,2,128,measure,8,1484,0
lut-exp,0,16,4096,12,2,128,measure,9,1515,0
lut-exp,0,16,4096,12,2,128,measure,10,1499,0
lut-exp,0,16,4096,12,2,128,measure,11,1584,0
lut-exp,0,16,4096,12,2,128,measure,12,1475,0
lut-exp,0,16,4096,12,2,128,measure,13,1543,0
lut-exp,0,16,4096,12,2,128,measure,14,1586,0
lut-exp,0,16,4096,12,2,128,measure,15,1495,0
lut-exp,0,16,4096,12,2,128,measure,16,1472,0
lut-exp,0,16,4096,12,2,128,measure,17,1471,0
lut-exp,0,16,4096,12,2,128,measure,18,1517,0
lut-exp,0,16,4096,12,2,128,measure,19,1505,0
