mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,8,4096,12,2,128,warmup,0,1231,0
baseline,0,8,4096,12,2,128,warmup,1,1127,0
baseline,0,8,4096,12,2,128,warmup,2,1187,0
baseline,0,8,4096,12,2,128,warmup,3,1094,0
baseline,0,8,4096,12,2,128,warmup,4,1062,0
baseline,0,8,4096,12,2,128,measure,0,1089,0
baseline,0,8,4096,12,2,128,measure,1,1108,0
baseline,0,8,4096,12,2,128,measure,2,1071,0
baseline,0,8,4096,12,2,128,measure,3,1132,0
baseline,0,8,4096,12,2,128,measure,4,1074,0
baseline,0,8,4096,12,2,128,measure,5,1090,0
baseline,0,8,4096,12,2,128,measure,6,1097,0
baseline,0,8,4096,12,2,128,measure,7,1068,0
baseline,0,8,4096,12,2,128,measure,8,1156,0
baseline,0,8,4096,12,2,128,measure,9,1319,0
baseline,0,8,4096,12,2,128,measure,10,1164,0
baseline,0,8,4096,12,2,128,measure,11,1267,0
baseline,0,8,4096,12,2,128,measure,12,1202,0
baseline,0,8,4096,12,2,128,measure,13,1213,0
baseline,0,8,4096,12,2,128,measure,14,1151,0
baseline,0,8,4096,12,2,128,measure,15,1160,0
baseline,0,8,4096,12,2,128,measure,16,1225,0
baseline,0,8,4096,12,2,128,measure,17,1175,0
baseline,0,8,4096,12,2,128,measure,18,1237,0
baseline,0,8,4096,12,2,128,measure,19,1169,0
