mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,8,4096,12,2,128,warmup,0,1533,0
scna-fp16,8,8,4096,12,2,128,warmup,1,1364,0
scna-fp16,8,8,4096,12,2,128,warmup,2,1375,0
scna-fp16,8,8,4096,12,2,128,warmup,3,1391,0
scna-fp16,8,8,4096,12,2,128,warmup,4,1393,0
scna-fp16,8,8,4096,12,2,128,measure,0,1381,0
scna-fp16,8,8,4096,12,2,128,measure,1,1386,0
scna-fp16,8,8,4096,12,2,128,measure,2,1382,0
scna-fp16,8,8,4096,12,2,128,measure,3,1383,0
scna-fp16,8,8,4096,12,2,128,measure,4,1376,0
scna-fp16,8,8,4096,12,2,128,measure,5,1386,0
scna-fp16,8,8,4096,12,2,128,measure,6,1283,0
scna-fp16,8,8,4096,12,2,128,measure,7,1287,0
scna-fp16,8,8,4096,12,2,128,measure,8,1393,0
scna-fp16,8,8,4096,12,2,128,measure,9,1469,0
scna-fp16,8,8,4096,12,2,128,measure,10,1334,0
scna-fp16,8,8,4096,12,2,128,measure,11,1372,0
scna-fp16,8,8,4096,12,2,128,measure,12,1398,0
scna-fp16,8,8,4096,12,2,128,measure,13,1461,0
scna-fp16,8,8,4096,12,2,128,measure,14,1417,0
scna-fp16,8,8,4096,12,2,128,measure,15,1347,0
scna-fp16,8,8,4096,12,2,128,measure,16,1420,0
scna-fp16,8,8,4096,12,2,128,measure,17,1389,0
scna-fp16,8,8,4096,12,2,128,measure,18,1626,0
scna-fp16,8,8,4096,12,2,128,measure,19,1487,0
