mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,4,4096,12,2,128,warmup,0,1211,0
scna-int8,32,4,4096,12,2,128,warmup,1,1235,0
scna-int8,32,4,4096,12,2,128,warmup,2,1252,0
scna-int8,32,4,4096,12,2,128,warmup,3,1220,0
scna-int8,32,4,4096,12,2,128,warmup,4,1321,0
scna-int8,32,4,4096,12,2,128,measure,0,1234,0
scna-int8,32,4,4096,12,2,128,measure,1,1314,0
scna-int8,32,4,4096,12,2,128,measure,2,1308,0
scna-int8,32,4,4096,12,2,128,measure,3,1231,0
scna-int8,32,4,4096,12,2,128,measure,4,1318,0
scna-int8,32,4,4096,12,2,128,measure,5,1458,0
scna-int8,32,4,4096,12,2,128,measure,6,1369,0
scna-int8,32,4,4096,12,2,128,measure,7,1469,0
scna-int8,32,4,4096,12,2,128,measure,8,1449,0
scna-int8,32,4,4096,12,2,128,measure,9,1370,0
scna-int8,32,4,4096,12,2,128,measure,10,1342,0
scna-int8,32,4,4096,12,2,128,measure,11,1356,0
scna-int8,32,4,4096,12,2,128,measure,12,1463,0
scna-int8,32,4,4096,12,2,128,measure,13,1375,0
scna-int8,32,4,4096,12,2,128,measure,14,1370,0
scna-int8,32,4,4096,12,2,128,measure,15,1375,0
scna-int8,32,4,4096,12,2,128,measure,16,1368,0
scna-int8,32,4,4096,12,2,128,measure,17,1365,0
scna-int8,32,4,4096,12,2,128,measure,18,1352,0
scna-int8,32,4,4096,12,2,128,measure,19,1452,0
