mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,16,4096,12,2,128,warmup,0,1859,0
scna-int8,16,16,4096,12,2,128,warmup,1,1911,0
scna-int8,16,16,4096,12,2,128,warmup,2,1874,0
scna-int8,16,16,4096,12,2,128,warmup,3,1880,0
scna-int8,16,16,4096,12,2,128,warmup,4,1874,0
scna-int8,16,16,4096,12,2,128,measure,0,1860,0
scna-int8,16,16,4096,12,2,128,measure,1,2006,0
scna-int8,16,16,4096,12,2,128,measure,2,2009,0
scna-int8,16,16,4096,12,2,128,measure,3,2050,0
scna-int8,16,16,4096,12,2,128,measure,4,2009,0
scna-int8,16,16,4096,12,2,128,measure,5,2019,0
scna-int8,16,16,4096,12,2,128,measure,6,1998,0
scna-int8,16,16,4096,12,2,128,measure,7,2008,0
scna-int8,16,16,4096,12,2,128,measure,8,1982,0
scna-int8,16,16,4096,12,2,128,measure,9,2013,0
scna-int8,16,16,4096,12,2,128,measure,10,1983,0
scna-int8,16,16,4096,12,2,128,measure,11,2038,0
scna-int8,16,16,4096,12,2,128,measure,12,2015,0
scna-int8,16,16,4096,12,2,128,measure,13,1994,0
scna-int8,16,16,4096,12,2,128,measure,14,1981,0
scna-int8,16,16,4096,12,2,128,measure,15,2037,0
scna-int8,16,16,4096,12,2,128,measure,16,1967,0
scna-int8,16,16,4096,12,2,128,measure,17,2019,0
scna-int8,16,16,4096,12,2,128,measure,18,2033,0
scna-int8,16,16,4096,12,2,128,measure,19,2014,0
