mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,32,4096,12,2,128,warmup,0,3028,0
scna-fp16,16,32,4096,12,2,128,warmup,1,2954,0
scna-fp16,16,32,4096,12,2,128,warmup,2,2949,0
scna-fp16,16,32,4096,12,2,128,warmup,3,3007,0
scna-fp16,16,32,4096,12,2,128,warmup,4,3087,0
scna-fp16,16,32,4096,12,2,128,measure,0,3138,0
scna-fp16,16,32,4096,12,2,128,measure,1,3135,0
scna-fp16,16,32,4096,12,2,128,measure,2,3110,0
scna-fp16,16,32,4096,12,2,128,measure,3,3113,0
scna-fp16,16,32,4096,12,2,128,measure,4,3176,0
scna-fp16,16,32,4096,12,2,128,measure,5,3196,0
scna-fp16,16,32,4096,12,2,128,measure,6,3163,0
scna-fp16,16,32,4096,12,2,128,measure,7,3141,0
scna-fp16,16,32,4096,12,2,128,measure,8,3227,0
scna-fp16,16,32,4096,12,2,128,measure,9,3154,0
scna-fp16,16,32,4096,12,2,128,measure,10,3166,0
scna-fp16,16,32,4096,12,2,128,measure,11,3196,0
scna-fp16,16,32,4096,12,2,128,measure,12,3183,0
scna-fp16,16,32,4096,12,2,128,measure,13,3227,0
scna-fp16,16,32,4096,12,2,128,measure,14,3162,0
scna-fp16,16,32,4096,12,2,128,measure,15,3156,0
scna-fp16,16,32,4096,12,2,128,measure,16,3155,0
scna-fp16,16,32,4096,12,2,128,measure,17,3203,0
scna-fp16,16,32,4096,12,2,128,measure,18,3122,0
scna-fp16,16,32,4096,12,2,128,measure,19,3134,0
