mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,4,4096,12,2,128,warmup,0,1010,0
scna-fp16,8,4,4096,12,2,128,warmup,1,1005,0
scna-fp16,8,4,4096,12,2,128,warmup,2,1019,0
scna-fp16,8,4,4096,12,2,128,warmup,3,1097,0
scna-fp16,8,4,4096,12,2,128,warmup,4,1010,0
scna-fp16,8,4,4096,12,2,128,measure,0,1021,0
scna-fp16,8,4,4096,12,2,128,measure,1,1009,0
scna-fp16,8,4,4096,12,2,128,measure,2,986,0
scna-fp16,8,4,4096,12,2,128,measure,3,1098,0
scna-fp16,8,4,4096,12,2,128,measure,4,988,0
scna-fp16,8,4,4096,12,2,128,measure,5,996,0
scna-fp16,8,4,4096,12,2,128,measure,6,1104,0
scna-fp16,8,4,4096,12,2,128,measure,7,1146,0
scna-fp16,8,4,4096,12,2,128,measure,8,1132,0
scna-fp16,8,4,4096,12,2,128,measure,9,1140,0
scna-fp16,8,4,4096,12,2,128,measure,10,1122,0
scna-fp16,8,4,4096,12,2,128,measure,11,1095,0
scna-fp16,8,4,4096,12,2,128,measure,12,1112,0
scna-fp16,8,4,4096,12,2,128,measure,13,1110,0
scna-fp16,8,4,4096,12,2,128,measure,14,1069,0
scna-fp16,8,4,4096,12,2,128,measure,15,1131,0
scna-fp16,8,4,4096,12,2,128,measure,16,1112,0
scna-fp16,8,4,4096,12,2,128,measure,17,1095,0
scna-fp16,8,4,4096,12,2,128,measure,18,1107,0
scna-fp16,8,4,4096,12,2,128,measure,19,1172,0
