mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,8,4096,12,2,128,warmup,0,1305,0
scna-int8,8,8,4096,12,2,128,warmup,1,1340,0
scna-int8,8,8,4096,12,2,128,warmup,2,1317,0
scna-int8,8,8,4096,12,2,128,warmup,3,1381,0
scna-int8,8,8,4096,12,2,128,warmup,4,1333,0
scna-int8,8,8,4096,12,2,128,measure,0,1333,0
scna-int8,8,8,4096,12,2,128,measure,1,1319,0
scna-int8,8,8,4096,12,2,128,measure,2,1464,0
scna-int8,8,8,4096,12,2,128,measure,3,1423,0
scna-int8,8,8,4096,12,2,128,measure,4,1404,0
scna-int8,8,8,4096,12,2,128,measure,5,1386,0
scna-int8,8,8,4096,12,2,128,measure,6,1428,0
scna-int8,8,8,4096,12,2,128,measure,7,1376,0
scna-int8,8,8,4096,12,2,128,measure,8,1377,0
scna-int8,8,8,4096,12,2,128,measure,9,1387,0
scna-int8,8,8,4096,12,2,128,measure,10,1375,0
scna-int8,8,8,4096,12,2,128,measure,11,1421,0
scna-int8,8,8,4096,12,2,128,measure,12,1362,0
scna-int8,8,8,4096,12,2,128,measure,13,1486,0
scna-int8,8,8,4096,12,2,128,measure,14,1464,0
scna-int8,8,8,4096,12,2,128,measure,15,1458,0
scna-int8,8,8,4096,12,2,128,measure,16,1371,0
scna-int8,8,8,4096,12,2,128,measure,17,1470,0
scna-int8,8,8,4096,12,2,128,measure,18,1463,0
scna-int8,8,8,4096,12,2,128,measure,19,1481,0
