mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,8,4096,12,2,128,warmup,0,1317,0
scna-int8,16,8,4096,12,2,128,warmup,1,1424,0
scna-int8,16,8,4096,12,2,128,warmup,2,1316,0
scna-int8,16,8,4096,12,2,128,warmup,3,1423,0
scna-int8,16,8,4096,12,2,128,warmup,4,1316,0
scna-int8,16,8,4096,12,2,128,measure,0,1423,0
scna-int8,16,8,4096,12,2,128,measure,1,1313,0
scna-int8,16,8,4096,12,2,128,measure,2,1438,0
scna-int8,16,8,4096,12,2,128,measure,3,1426,0
scna-int8,16,8,4096,12,2,128,measure,4,1398,0
scna-int8,16,8,4096,12,2,128,measure,5,1381,0
scna-int8,16,8,4096,12,2,128,measure,6,1318,0
scna-int8,16,8,4096,12,2,128,measure,7,1347,0
scna-int8,16,8,4096,12,2,128,measure,8,1446,0
scna-int8,16,8,4096,12,2,128,measure,9,1441,0
scna-int8,16,8,4096,12,2,128,measure,10,1423,0
scna-int8,16,8,4096,12,2,128,measure,11,1441,0
scna-int8,16,8,4096,12,2,128,measure,12,1438,0
scna-int8,16,8,4096,12,2,128,measure,13,1434,0
scna-int8,16,8,4096,12,2,128,measure,14,1487,0
scna-int8,16,8,4096,12,2,128,measure,15,1501,0
scna-int8,16,8,4096,12,2,128,measure,16,1489,0
scna-int8,16,8,4096,12,2,128,measure,17,1477,0
scna-int8,16,8,4096,12,2,128,measure,18,1465,0
scna-int8,16,8,4096,12,2,128,measure,19,1462,0
