key,label,q,kv,q_task_rows,requested_workers,mapping,host_us_median,host_us_ci_low,host_us_ci_high,profiled_total_median,profiled_total_ci_low,profiled_total_ci_high,q_load_median,q_load_ci_low,q_load_ci_high,k_load_median,k_load_ci_low,k_load_ci_high,v_load_median,v_load_ci_low,v_load_ci_high,qk_dot_median,qk_dot_ci_low,qk_dot_ci_high,safe_sm_median,safe_sm_ci_low,safe_sm_ci_high,scna_exp_median,scna_exp_ci_low,scna_exp_ci_high,state_update_median,state_update_ci_low,state_update_ci_high,core_acc_median,core_acc_ci_low,core_acc_ci_high,o_scale_median,o_scale_ci_low,o_scale_ci_high,o_store_median,o_store_ci_low,o_store_ci_high,active_workers_median,active_workers_ci_low,active_workers_ci_high,tasks_median,tasks_ci_low,tasks_ci_high,q_task_rows_actual_median,q_task_rows_actual_ci_low,q_task_rows_actual_ci_high,vtcm_total_bytes_median,vtcm_total_bytes_ci_low,vtcm_total_bytes_ci_high,task_records_max_worker_median,task_records_max_worker_ci_low,task_records_max_worker_ci_high,task_records_min_worker_median,task_records_min_worker_ci_low,task_records_min_worker_ci_high,task_record_imbalance_median,task_record_imbalance_ci_low,task_record_imbalance_ci_high
exp_lut|16|2048|16|auto|query_chunk_x_kv_head,exp_lut,16,2048,16,auto,query_chunk_x_kv_head,477.5,474.0,488.5,495.0,490.0,497.0,8.0,8.0,8.0,99.5,98.0,101.0,72.0,71.0,73.0,7.0,7.0,7.0,281.0,280.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.5,11.0,3.0,3.0,3.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|2048|32|auto|query_chunk_x_kv_head,exp_lut,16,2048,32,auto,query_chunk_x_kv_head,471.5,420.0,477.5,496.5,492.0,500.5,8.0,8.0,8.0,97.0,95.0,100.0,73.5,72.0,74.0,7.0,7.0,7.0,287.0,282.5,289.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.5,11.0,3.0,3.0,4.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|2048|4|auto|query_chunk_x_kv_head,exp_lut,16,2048,4,auto,query_chunk_x_kv_head,557.0,536.0,584.5,1217.5,1205.0,1244.0,10.0,9.0,10.0,460.5,452.0,477.5,398.5,391.0,405.5,10.0,9.0,11.0,277.0,274.5,280.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,31.0,10.0,9.0,10.0,16.5,16.0,19.5,6.0,6.0,6.0,8.0,8.0,8.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
exp_lut|16|2048|8|auto|query_chunk_x_kv_head,exp_lut,16,2048,8,auto,query_chunk_x_kv_head,376.0,364.0,393.0,698.5,686.0,713.0,12.0,11.0,12.0,204.5,201.0,208.0,170.5,166.5,177.5,11.0,10.0,11.5,263.0,260.0,270.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,17.0,4.0,4.0,6.0,13.0,13.0,14.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|4096|16|auto|query_chunk_x_kv_head,exp_lut,16,4096,16,auto,query_chunk_x_kv_head,705.0,681.0,722.0,890.5,886.5,894.0,8.0,8.0,8.0,191.0,187.0,193.5,117.0,115.5,119.0,13.0,13.0,13.0,523.5,520.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,22.0,4.0,3.0,5.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|4096|32|auto|query_chunk_x_kv_head,exp_lut,16,4096,32,auto,query_chunk_x_kv_head,673.0,660.0,718.0,888.0,882.0,895.0,8.0,8.0,8.0,187.0,184.0,189.0,118.5,117.5,120.0,13.0,13.0,14.0,519.0,512.0,524.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,23.0,5.0,4.0,5.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|4096|4|auto|query_chunk_x_kv_head,exp_lut,16,4096,4,auto,query_chunk_x_kv_head,930.0,919.0,949.0,2534.0,2497.5,2573.0,12.0,12.0,12.0,891.0,874.0,899.5,977.5,952.0,998.0,22.0,21.0,22.5,539.0,532.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,56.0,59.0,15.5,14.0,17.0,22.0,22.0,22.0,6.0,6.0,6.0,8.0,8.0,8.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
exp_lut|16|4096|8|auto|query_chunk_x_kv_head,exp_lut,16,4096,8,auto,query_chunk_x_kv_head,581.0,563.0,583.0,1299.0,1284.0,1309.0,12.0,12.0,12.0,385.0,382.0,389.0,310.5,303.0,319.0,19.0,19.0,20.0,512.5,509.5,517.5,0.0,0.0,0.0,0.0,0.0,0.0,32.5,31.0,34.0,7.0,6.0,7.5,15.0,14.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|512|16|auto|query_chunk_x_kv_head,exp_lut,16,512,16,auto,query_chunk_x_kv_head,137.0,136.0,143.0,128.5,126.0,130.5,6.0,6.0,6.0,24.0,19.5,26.0,9.0,9.0,10.0,0.0,0.0,0.0,79.0,78.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|512|32|auto|query_chunk_x_kv_head,exp_lut,16,512,32,auto,query_chunk_x_kv_head,137.0,135.0,146.0,128.0,126.0,132.0,6.0,6.0,6.0,22.0,19.0,26.0,10.0,10.0,10.0,0.0,0.0,0.0,79.0,78.5,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|16|512|4|auto|query_chunk_x_kv_head,exp_lut,16,512,4,auto,query_chunk_x_kv_head,258.5,211.5,267.0,232.5,231.0,235.0,11.0,10.0,11.0,95.0,93.0,98.0,44.0,44.0,45.0,0.0,0.0,0.0,73.0,73.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
exp_lut|16|512|8|auto|query_chunk_x_kv_head,exp_lut,16,512,8,auto,query_chunk_x_kv_head,138.0,136.0,145.0,167.0,164.0,171.0,9.0,8.0,9.0,47.0,43.0,50.0,22.0,22.0,23.0,0.0,0.0,0.0,79.0,78.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|32|2048|16|auto|query_chunk_x_kv_head,exp_lut,32,2048,16,auto,query_chunk_x_kv_head,444.0,441.0,475.0,955.0,950.5,962.0,20.0,20.0,20.0,199.0,194.0,201.0,119.0,118.0,122.0,16.0,15.0,16.0,548.5,546.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,27.0,3.0,3.0,3.0,23.0,23.0,23.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,16.0,16.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|32|2048|32|auto|query_chunk_x_kv_head,exp_lut,32,2048,32,auto,query_chunk_x_kv_head,634.5,628.0,653.0,817.5,814.0,822.5,16.0,16.0,16.0,92.0,91.0,94.5,53.0,52.0,53.0,13.0,13.0,14.0,597.0,593.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,4.0,4.0,4.0,23.0,22.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|32|2048|4|auto|query_chunk_x_kv_head,exp_lut,32,2048,4,auto,query_chunk_x_kv_head,792.5,780.5,827.5,2366.0,2333.0,2386.0,19.0,18.0,19.0,892.0,883.0,904.0,785.5,775.5,797.0,19.0,19.0,20.0,543.5,538.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,51.0,55.0,15.5,14.0,17.0,30.0,30.0,30.0,6.0,6.0,6.0,16.0,16.0,16.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
exp_lut|32|2048|8|auto|query_chunk_x_kv_head,exp_lut,32,2048,8,auto,query_chunk_x_kv_head,642.5,590.0,656.0,1394.5,1378.0,1402.0,20.0,19.5,21.0,428.5,424.0,435.0,289.5,284.0,296.5,26.5,25.0,28.0,534.0,529.5,546.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,45.0,50.0,12.0,11.0,13.0,26.0,25.0,27.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
exp_lut|32|4096|16|auto|query_chunk_x_kv_head,exp_lut,32,4096,16,auto,query_chunk_x_kv_head,726.0,719.0,730.5,1856.5,1842.0,1873.0,24.0,24.0,24.0,378.0,373.0,386.0,283.0,275.0,293.0,30.0,30.0,31.0,1061.5,1054.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,46.5,49.0,5.0,4.5,5.0,24.0,24.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,16.0,16.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|32|4096|32|auto|query_chunk_x_kv_head,exp_lut,32,4096,32,auto,query_chunk_x_kv_head,1076.5,1070.0,1081.0,1601.0,1593.5,1607.0,16.0,16.0,16.0,174.0,172.0,176.0,104.0,102.0,106.0,26.0,25.0,26.0,1206.5,1203.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,44.0,45.0,7.0,6.0,7.0,22.0,22.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|32|4096|4|auto|query_chunk_x_kv_head,exp_lut,32,4096,4,auto,query_chunk_x_kv_head,1383.5,1377.5,1393.0,5126.0,5088.0,5193.5,24.0,24.0,25.0,1864.0,1836.0,1881.0,1940.0,1922.5,1963.0,48.0,47.0,50.0,1075.5,1068.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,109.0,114.0,25.0,23.0,26.0,38.0,36.0,41.5,6.0,6.0,6.0,16.0,16.0,16.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
exp_lut|32|4096|8|auto|query_chunk_x_kv_head,exp_lut,32,4096,8,auto,query_chunk_x_kv_head,994.0,990.5,999.5,2667.5,2649.0,2676.5,23.0,22.0,25.0,827.0,819.0,833.0,551.0,543.0,563.0,55.0,54.0,57.0,1064.5,1059.5,1070.5,0.0,0.0,0.0,0.0,0.0,0.0,89.0,86.0,92.0,15.0,14.5,16.5,30.0,29.0,31.5,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
exp_lut|32|512|16|auto|query_chunk_x_kv_head,exp_lut,32,512,16,auto,query_chunk_x_kv_head,256.0,252.0,263.0,265.0,262.0,267.0,19.0,17.0,20.0,43.0,41.0,47.0,23.0,23.0,23.0,1.0,0.0,1.0,153.0,152.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,23.0,23.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,16.0,16.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|32|512|32|auto|query_chunk_x_kv_head,exp_lut,32,512,32,auto,query_chunk_x_kv_head,269.0,267.5,270.0,226.0,225.0,227.0,14.0,14.0,14.0,18.0,18.0,19.0,11.0,11.0,12.0,2.0,2.0,2.0,152.0,151.5,152.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|32|512|4|auto|query_chunk_x_kv_head,exp_lut,32,512,4,auto,query_chunk_x_kv_head,268.0,268.0,270.0,446.5,443.0,450.0,18.0,17.0,18.0,171.0,169.0,174.0,93.0,92.0,93.5,0.0,0.0,0.0,148.0,147.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,6.0,6.0,6.0,16.0,16.0,16.0,4.0,4.0,4.0,6291456.0,6291456.0,6291456.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
exp_lut|32|512|8|auto|query_chunk_x_kv_head,exp_lut,32,512,8,auto,query_chunk_x_kv_head,269.0,264.0,270.0,337.0,334.0,339.0,20.5,20.0,21.5,95.0,93.5,97.5,44.0,44.0,45.0,1.0,1.0,1.0,149.0,149.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,22.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6291456.0,6291456.0,6291456.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
exp_lut|4|2048|16|auto|query_chunk_x_kv_head,exp_lut,4,2048,16,auto,query_chunk_x_kv_head,372.0,357.0,377.0,270.0,265.0,274.0,2.0,2.0,2.0,96.0,95.0,97.0,77.0,74.0,78.0,2.0,2.0,2.0,80.0,73.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|2048|32|auto|query_chunk_x_kv_head,exp_lut,4,2048,32,auto,query_chunk_x_kv_head,359.0,357.0,361.0,262.5,260.0,265.0,2.0,2.0,2.0,96.0,94.0,97.0,75.0,75.0,76.0,2.0,2.0,2.0,74.0,72.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|2048|4|auto|query_chunk_x_kv_head,exp_lut,4,2048,4,auto,query_chunk_x_kv_head,391.0,373.5,397.0,276.0,274.0,280.0,2.0,2.0,2.0,97.0,94.5,99.0,81.0,80.0,81.0,2.0,2.0,2.0,82.0,81.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|2048|8|auto|query_chunk_x_kv_head,exp_lut,4,2048,8,auto,query_chunk_x_kv_head,388.0,333.5,393.0,272.5,269.0,275.0,2.0,2.0,2.0,96.0,94.0,98.0,79.0,79.0,80.0,2.0,2.0,2.0,80.0,79.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|4096|16|auto|query_chunk_x_kv_head,exp_lut,4,4096,16,auto,query_chunk_x_kv_head,505.0,496.0,526.0,515.0,509.0,519.0,4.0,4.0,4.0,181.0,177.0,185.0,165.0,162.0,168.5,4.0,4.0,4.0,141.0,138.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,5.0,4.0,6.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|4096|32|auto|query_chunk_x_kv_head,exp_lut,4,4096,32,auto,query_chunk_x_kv_head,474.5,454.5,511.0,505.0,497.0,511.5,4.0,3.0,4.0,181.0,179.0,182.0,159.0,157.0,164.0,4.0,4.0,4.0,128.0,126.0,133.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,6.0,5.0,6.0,6.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|4096|4|auto|query_chunk_x_kv_head,exp_lut,4,4096,4,auto,query_chunk_x_kv_head,480.0,475.5,496.0,510.5,507.5,513.0,3.0,2.0,4.0,182.0,179.0,183.0,166.0,164.0,168.0,4.0,4.0,4.0,138.0,135.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.5,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|4096|8|auto|query_chunk_x_kv_head,exp_lut,4,4096,8,auto,query_chunk_x_kv_head,491.0,460.0,527.0,507.0,501.0,512.5,4.0,4.0,4.0,182.0,179.5,185.0,161.0,159.0,163.0,4.0,4.0,4.0,131.0,130.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,4.5,4.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|512|16|auto|query_chunk_x_kv_head,exp_lut,4,512,16,auto,query_chunk_x_kv_head,137.0,135.0,145.0,55.5,53.0,59.0,1.0,1.0,1.0,22.0,20.0,27.0,8.0,8.0,8.0,0.0,0.0,0.0,23.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|512|32|auto|query_chunk_x_kv_head,exp_lut,4,512,32,auto,query_chunk_x_kv_head,135.5,134.0,140.0,59.0,55.0,62.0,1.0,0.5,1.0,26.0,24.0,27.0,8.0,8.0,8.0,0.0,0.0,0.0,23.0,22.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|512|4|auto|query_chunk_x_kv_head,exp_lut,4,512,4,auto,query_chunk_x_kv_head,135.0,133.5,136.0,58.5,55.0,60.0,1.0,1.0,1.0,24.5,20.0,26.0,8.0,8.0,9.0,0.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|4|512|8|auto|query_chunk_x_kv_head,exp_lut,4,512,8,auto,query_chunk_x_kv_head,134.0,132.0,135.0,54.0,53.0,57.0,0.0,0.0,1.0,23.0,19.5,26.0,8.0,8.0,8.0,0.0,0.0,0.0,22.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|2048|16|auto|query_chunk_x_kv_head,exp_lut,8,2048,16,auto,query_chunk_x_kv_head,397.0,391.5,399.0,385.5,379.0,390.5,4.0,4.0,4.0,102.0,100.0,104.0,113.0,110.0,114.0,5.0,5.0,5.0,146.0,145.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,3.0,2.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|2048|32|auto|query_chunk_x_kv_head,exp_lut,8,2048,32,auto,query_chunk_x_kv_head,396.0,389.0,399.0,368.0,365.0,375.5,4.0,4.0,4.0,102.0,99.0,104.0,111.0,109.5,112.0,5.0,4.0,5.0,137.0,137.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.5,2.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|2048|4|auto|query_chunk_x_kv_head,exp_lut,8,2048,4,auto,query_chunk_x_kv_head,398.0,395.0,399.0,565.0,561.0,572.0,4.5,4.0,7.0,219.0,216.0,222.0,167.5,166.0,170.0,5.0,4.0,5.0,147.0,145.0,148.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.5,2.5,2.0,3.0,8.0,7.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|2048|8|auto|query_chunk_x_kv_head,exp_lut,8,2048,8,auto,query_chunk_x_kv_head,399.0,398.0,401.0,386.0,381.5,388.0,4.0,4.0,4.0,102.0,100.0,104.0,114.0,113.0,115.5,5.0,4.0,5.0,144.0,143.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,3.0,3.0,3.0,6.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|4096|16|auto|query_chunk_x_kv_head,exp_lut,8,4096,16,auto,query_chunk_x_kv_head,588.5,559.0,602.0,681.0,662.0,688.5,6.0,5.0,6.0,178.0,174.0,180.5,196.0,190.0,198.5,9.0,9.0,9.0,267.0,257.5,275.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,14.0,3.0,3.0,3.5,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|4096|32|auto|query_chunk_x_kv_head,exp_lut,8,4096,32,auto,query_chunk_x_kv_head,553.0,551.0,557.0,655.0,647.0,664.5,6.0,4.0,6.0,182.0,178.0,184.0,180.0,177.0,182.0,9.0,9.0,9.0,249.0,249.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,14.0,4.0,3.0,5.0,8.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|4096|4|auto|query_chunk_x_kv_head,exp_lut,8,4096,4,auto,query_chunk_x_kv_head,488.0,458.0,500.0,975.0,960.0,995.0,8.0,7.0,8.0,403.0,399.0,406.5,268.5,262.0,281.0,8.0,8.0,9.0,255.0,252.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.5,19.0,3.0,3.0,3.0,7.0,6.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4194304.0,4194304.0,4194304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|4096|8|auto|query_chunk_x_kv_head,exp_lut,8,4096,8,auto,query_chunk_x_kv_head,591.5,569.0,603.0,678.5,665.0,688.0,4.5,4.0,6.0,180.0,178.0,182.0,195.0,188.5,198.0,9.0,9.0,9.0,261.0,256.5,269.5,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,14.0,4.0,3.0,4.5,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
exp_lut|8|512|16|auto|query_chunk_x_kv_head,exp_lut,8,512,16,auto,query_chunk_x_kv_head,138.0,135.5,144.0,83.0,79.0,86.0,3.0,2.0,3.0,26.0,20.5,27.0,8.0,8.0,8.0,0.0,0.0,0.0,41.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,16.0,16.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
