mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,32,4096,12,2,128,warmup,0,4094,0
scna-fp16,32,32,4096,12,2,128,warmup,1,4123,0
scna-fp16,32,32,4096,12,2,128,warmup,2,4097,0
scna-fp16,32,32,4096,12,2,128,warmup,3,4317,0
scna-fp16,32,32,4096,12,2,128,warmup,4,4299,0
scna-fp16,32,32,4096,12,2,128,measure,0,4355,0
scna-fp16,32,32,4096,12,2,128,measure,1,4171,0
scna-fp16,32,32,4096,12,2,128,measure,2,4198,0
scna-fp16,32,32,4096,12,2,128,measure,3,4203,0
scna-fp16,32,32,4096,12,2,128,measure,4,4220,0
scna-fp16,32,32,4096,12,2,128,measure,5,4296,0
scna-fp16,32,32,4096,12,2,128,measure,6,4361,0
scna-fp16,32,32,4096,12,2,128,measure,7,4275,0
scna-fp16,32,32,4096,12,2,128,measure,8,4361,0
scna-fp16,32,32,4096,12,2,128,measure,9,4296,0
scna-fp16,32,32,4096,12,2,128,measure,10,4297,0
scna-fp16,32,32,4096,12,2,128,measure,11,4298,0
scna-fp16,32,32,4096,12,2,128,measure,12,4335,0
scna-fp16,32,32,4096,12,2,128,measure,13,4318,0
scna-fp16,32,32,4096,12,2,128,measure,14,4272,0
scna-fp16,32,32,4096,12,2,128,measure,15,4282,0
scna-fp16,32,32,4096,12,2,128,measure,16,4291,0
scna-fp16,32,32,4096,12,2,128,measure,17,4358,0
scna-fp16,32,32,4096,12,2,128,measure,18,4340,0
scna-fp16,32,32,4096,12,2,128,measure,19,4350,0
