mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,8,4096,12,2,128,warmup,0,1004,0
lut-exp,0,8,4096,12,2,128,warmup,1,1038,0
lut-exp,0,8,4096,12,2,128,warmup,2,1116,0
lut-exp,0,8,4096,12,2,128,warmup,3,1012,0
lut-exp,0,8,4096,12,2,128,warmup,4,1117,0
lut-exp,0,8,4096,12,2,128,measure,0,1025,0
lut-exp,0,8,4096,12,2,128,measure,1,1108,0
lut-exp,0,8,4096,12,2,128,measure,2,1018,0
lut-exp,0,8,4096,12,2,128,measure,3,1012,0
lut-exp,0,8,4096,12,2,128,measure,4,1103,0
lut-exp,0,8,4096,12,2,128,measure,5,1014,0
lut-exp,0,8,4096,12,2,128,measure,6,1103,0
lut-exp,0,8,4096,12,2,128,measure,7,1114,0
lut-exp,0,8,4096,12,2,128,measure,8,1187,0
lut-exp,0,8,4096,12,2,128,measure,9,1143,0
lut-exp,0,8,4096,12,2,128,measure,10,1156,0
lut-exp,0,8,4096,12,2,128,measure,11,1185,0
lut-exp,0,8,4096,12,2,128,measure,12,1173,0
lut-exp,0,8,4096,12,2,128,measure,13,1085,0
lut-exp,0,8,4096,12,2,128,measure,14,1159,0
lut-exp,0,8,4096,12,2,128,measure,15,1171,0
lut-exp,0,8,4096,12,2,128,measure,16,1148,0
lut-exp,0,8,4096,12,2,128,measure,17,1109,0
lut-exp,0,8,4096,12,2,128,measure,18,1177,0
lut-exp,0,8,4096,12,2,128,measure,19,1171,0
