mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,16,4096,12,2,128,warmup,0,1692,0
scna-int8,8,16,4096,12,2,128,warmup,1,1656,0
scna-int8,8,16,4096,12,2,128,warmup,2,1680,0
scna-int8,8,16,4096,12,2,128,warmup,3,1674,0
scna-int8,8,16,4096,12,2,128,warmup,4,1665,0
scna-int8,8,16,4096,12,2,128,measure,0,1669,0
scna-int8,8,16,4096,12,2,128,measure,1,1665,0
scna-int8,8,16,4096,12,2,128,measure,2,1677,0
scna-int8,8,16,4096,12,2,128,measure,3,1798,0
scna-int8,8,16,4096,12,2,128,measure,4,1738,0
scna-int8,8,16,4096,12,2,128,measure,5,1773,0
scna-int8,8,16,4096,12,2,128,measure,6,1740,0
scna-int8,8,16,4096,12,2,128,measure,7,1728,0
scna-int8,8,16,4096,12,2,128,measure,8,1736,0
scna-int8,8,16,4096,12,2,128,measure,9,1732,0
scna-int8,8,16,4096,12,2,128,measure,10,1733,0
scna-int8,8,16,4096,12,2,128,measure,11,1764,0
scna-int8,8,16,4096,12,2,128,measure,12,1728,0
scna-int8,8,16,4096,12,2,128,measure,13,1726,0
scna-int8,8,16,4096,12,2,128,measure,14,1741,0
scna-int8,8,16,4096,12,2,128,measure,15,1742,0
scna-int8,8,16,4096,12,2,128,measure,16,1741,0
scna-int8,8,16,4096,12,2,128,measure,17,1720,0
scna-int8,8,16,4096,12,2,128,measure,18,1740,0
scna-int8,8,16,4096,12,2,128,measure,19,1772,0
