mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4,4096,12,2,128,warmup,0,1285,0
scna-fp16,32,4,4096,12,2,128,warmup,1,1395,0
scna-fp16,32,4,4096,12,2,128,warmup,2,1376,0
scna-fp16,32,4,4096,12,2,128,warmup,3,1382,0
scna-fp16,32,4,4096,12,2,128,warmup,4,1384,0
scna-fp16,32,4,4096,12,2,128,measure,0,1385,0
scna-fp16,32,4,4096,12,2,128,measure,1,1420,0
scna-fp16,32,4,4096,12,2,128,measure,2,1195,0
scna-fp16,32,4,4096,12,2,128,measure,3,1182,0
scna-fp16,32,4,4096,12,2,128,measure,4,1148,0
scna-fp16,32,4,4096,12,2,128,measure,5,1140,0
scna-fp16,32,4,4096,12,2,128,measure,6,1243,0
scna-fp16,32,4,4096,12,2,128,measure,7,1326,0
scna-fp16,32,4,4096,12,2,128,measure,8,1219,0
scna-fp16,32,4,4096,12,2,128,measure,9,1208,0
scna-fp16,32,4,4096,12,2,128,measure,10,1205,0
scna-fp16,32,4,4096,12,2,128,measure,11,1249,0
scna-fp16,32,4,4096,12,2,128,measure,12,1296,0
scna-fp16,32,4,4096,12,2,128,measure,13,1365,0
scna-fp16,32,4,4096,12,2,128,measure,14,1367,0
scna-fp16,32,4,4096,12,2,128,measure,15,1304,0
scna-fp16,32,4,4096,12,2,128,measure,16,1345,0
scna-fp16,32,4,4096,12,2,128,measure,17,1383,0
scna-fp16,32,4,4096,12,2,128,measure,18,1331,0
scna-fp16,32,4,4096,12,2,128,measure,19,1341,0
