mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,iteration,record_count,profiled_total,q_load,k_load,v_load,qk_dot,safe_sm,core_acc,o_scale,o_store,q_load_pct,k_load_pct,v_load_pct,qk_dot_pct,safe_sm_pct,core_acc_pct,o_scale_pct,o_store_pct
lut-exp,8,4096,12,2,128,1,2,609,4,168,201,8,215,6,1,6,0.6568144499178982,27.586206896551722,33.004926108374384,1.3136288998357963,35.30377668308703,0.9852216748768473,0.16420361247947454,0.9852216748768473
lut-exp,8,4096,12,2,128,2,2,606,4,167,196,8,218,6,1,6,0.6600660066006601,27.557755775577558,32.34323432343234,1.3201320132013201,35.973597359735976,0.9900990099009901,0.16501650165016502,0.9900990099009901
lut-exp,8,4096,12,2,128,3,2,619,4,183,196,8,213,8,1,6,0.6462035541195477,29.563812600969307,31.663974151857836,1.2924071082390953,34.41033925686591,1.2924071082390953,0.16155088852988692,0.9693053311793215
lut-exp,8,4096,12,2,128,4,2,607,4,167,200,7,214,7,2,6,0.6589785831960462,27.51235584843493,32.948929159802304,1.1532125205930808,35.25535420098847,1.1532125205930808,0.3294892915980231,0.9884678747940692
lut-exp,8,4096,12,2,128,5,2,630,4,182,209,9,213,6,1,6,0.6349206349206349,28.888888888888886,33.17460317460317,1.4285714285714286,33.80952380952381,0.9523809523809524,0.15873015873015872,0.9523809523809524
lut-exp,8,4096,12,2,128,6,2,629,4,179,209,8,212,10,1,6,0.6359300476947536,28.45786963434022,33.227344992050874,1.2718600953895072,33.70429252782194,1.5898251192368837,0.1589825119236884,0.9538950715421303
lut-exp,8,4096,12,2,128,7,2,622,4,184,201,7,212,7,1,6,0.6430868167202572,29.581993569131832,32.31511254019293,1.1254019292604502,34.08360128617363,1.1254019292604502,0.1607717041800643,0.964630225080386
lut-exp,8,4096,12,2,128,8,2,620,4,177,204,8,216,5,1,5,0.6451612903225806,28.548387096774192,32.903225806451616,1.2903225806451613,34.83870967741935,0.8064516129032258,0.16129032258064516,0.8064516129032258
lut-exp,8,4096,12,2,128,9,2,618,4,176,205,7,210,9,1,6,0.6472491909385114,28.478964401294498,33.17152103559871,1.132686084142395,33.980582524271846,1.4563106796116505,0.16181229773462785,0.9708737864077669
lut-exp,8,4096,12,2,128,10,2,639,4,184,212,7,214,10,2,6,0.6259780907668232,28.794992175273865,33.17683881064163,1.0954616588419406,33.48982785602504,1.5649452269170578,0.3129890453834116,0.9389671361502347
lut-exp,8,4096,12,2,128,11,2,608,4,171,198,7,212,7,3,6,0.6578947368421052,28.125,32.56578947368421,1.151315789473684,34.868421052631575,1.151315789473684,0.4934210526315789,0.9868421052631579
lut-exp,8,4096,12,2,128,12,2,628,4,184,203,8,212,10,1,6,0.6369426751592357,29.29936305732484,32.324840764331206,1.2738853503184715,33.75796178343949,1.5923566878980893,0.15923566878980894,0.9554140127388535
lut-exp,8,4096,12,2,128,13,2,618,4,176,206,8,210,7,1,6,0.6472491909385114,28.478964401294498,33.33333333333333,1.2944983818770228,33.980582524271846,1.132686084142395,0.16181229773462785,0.9708737864077669
lut-exp,8,4096,12,2,128,14,2,631,4,172,219,8,211,8,3,6,0.6339144215530903,27.258320126782888,34.7068145800317,1.2678288431061806,33.43898573692552,1.2678288431061806,0.4754358161648178,0.9508716323296356
lut-exp,8,4096,12,2,128,15,2,635,4,175,225,8,208,8,1,6,0.6299212598425197,27.559055118110237,35.43307086614173,1.2598425196850394,32.75590551181102,1.2598425196850394,0.15748031496062992,0.9448818897637795
lut-exp,8,4096,12,2,128,16,2,612,4,168,213,7,204,8,1,7,0.6535947712418301,27.450980392156865,34.80392156862745,1.1437908496732025,33.33333333333333,1.3071895424836601,0.16339869281045752,1.1437908496732025
lut-exp,8,4096,12,2,128,17,2,636,4,188,214,8,210,5,1,6,0.628930817610063,29.559748427672954,33.64779874213836,1.257861635220126,33.0188679245283,0.7861635220125787,0.15723270440251574,0.9433962264150944
lut-exp,8,4096,12,2,128,18,2,620,4,170,212,7,210,9,2,6,0.6451612903225806,27.419354838709676,34.193548387096776,1.129032258064516,33.87096774193548,1.4516129032258065,0.3225806451612903,0.967741935483871
lut-exp,8,4096,12,2,128,19,2,635,4,183,211,8,213,8,2,6,0.6299212598425197,28.818897637795278,33.22834645669291,1.2598425196850394,33.54330708661417,1.2598425196850394,0.31496062992125984,0.9448818897637795
lut-exp,16,4096,12,2,128,0,2,820,8,186,140,12,445,16,1,12,0.975609756097561,22.682926829268293,17.073170731707318,1.4634146341463417,54.268292682926834,1.951219512195122,0.12195121951219512,1.4634146341463417
lut-exp,16,4096,12,2,128,1,2,801,8,174,137,11,442,16,1,12,0.9987515605493134,21.722846441947567,17.10362047440699,1.373283395755306,55.181023720349565,1.9975031210986267,0.12484394506866417,1.4981273408239701
lut-exp,16,4096,12,2,128,2,2,814,8,179,137,12,450,15,1,12,0.9828009828009828,21.990171990171987,16.830466830466833,1.4742014742014742,55.28255528255528,1.8427518427518428,0.12285012285012285,1.4742014742014742
lut-exp,16,4096,12,2,128,3,2,827,8,200,137,13,442,14,1,12,0.9673518742442563,24.18379685610641,16.56590084643289,1.5719467956469164,53.446191051995164,1.6928657799274487,0.12091898428053204,1.4510278113663846
lut-exp,16,4096,12,2,128,4,2,825,8,201,140,11,434,15,2,14,0.9696969696969697,24.363636363636363,16.969696969696972,1.3333333333333335,52.6060606060606,1.8181818181818181,0.24242424242424243,1.6969696969696972
lut-exp,16,4096,12,2,128,5,2,808,8,185,142,12,431,16,2,12,0.9900990099009901,22.896039603960396,17.574257425742573,1.4851485148514851,53.34158415841584,1.9801980198019802,0.24752475247524752,1.4851485148514851
lut-exp,16,4096,12,2,128,6,2,816,8,196,137,12,435,15,1,12,0.9803921568627451,24.019607843137255,16.78921568627451,1.4705882352941175,53.30882352941176,1.8382352941176472,0.12254901960784313,1.4705882352941175
lut-exp,16,4096,12,2,128,7,2,800,8,188,137,12,428,15,1,11,1.0,23.5,17.125,1.5,53.5,1.875,0.125,1.375
lut-exp,16,4096,12,2,128,8,2,821,8,200,132,14,439,16,1,11,0.9744214372716199,24.3605359317905,16.07795371498173,1.705237515225335,53.47137637028014,1.9488428745432398,0.12180267965895249,1.3398294762484775
lut-exp,16,4096,12,2,128,9,2,801,8,186,134,14,430,16,1,12,0.9987515605493134,23.220973782771537,16.729088639201,1.7478152309612984,53.68289637952559,1.9975031210986267,0.12484394506866417,1.4981273408239701
lut-exp,16,4096,12,2,128,10,2,799,8,177,138,11,438,14,1,12,1.0012515644555695,22.152690863579476,17.271589486858574,1.376720901126408,54.81852315394244,1.7521902377972465,0.1251564455569462,1.5018773466833542
lut-exp,16,4096,12,2,128,11,2,815,8,190,136,12,439,17,1,12,0.98159509202454,23.31288343558282,16.687116564417177,1.4723926380368098,53.86503067484662,2.085889570552147,0.1226993865030675,1.4723926380368098
lut-exp,16,4096,12,2,128,12,2,802,8,181,140,13,435,13,1,11,0.997506234413965,22.568578553615957,17.45635910224439,1.6209476309226933,54.239401496259354,1.6209476309226933,0.12468827930174563,1.3715710723192018
lut-exp,16,4096,12,2,128,13,2,794,8,178,145,12,425,13,1,12,1.0075566750629723,22.418136020151135,18.261964735516372,1.5113350125944585,53.5264483627204,1.63727959697733,0.12594458438287154,1.5113350125944585
lut-exp,16,4096,12,2,128,14,2,791,8,180,134,12,429,14,2,12,1.0113780025284451,22.756005056890015,16.940581542351456,1.5170670037926675,54.23514538558787,1.7699115044247788,0.2528445006321113,1.5170670037926675
lut-exp,16,4096,12,2,128,15,2,806,8,179,133,13,445,15,1,12,0.9925558312655087,22.208436724565754,16.501240694789082,1.6129032258064515,55.21091811414392,1.8610421836228286,0.12406947890818859,1.488833746898263
lut-exp,16,4096,12,2,128,16,2,808,8,183,138,12,438,15,2,12,0.9900990099009901,22.64851485148515,17.07920792079208,1.4851485148514851,54.207920792079214,1.8564356435643563,0.24752475247524752,1.4851485148514851
lut-exp,16,4096,12,2,128,17,2,824,8,194,142,13,439,15,1,12,0.9708737864077669,23.54368932038835,17.233009708737864,1.5776699029126213,53.27669902912622,1.820388349514563,0.12135922330097086,1.4563106796116505
lut-exp,16,4096,12,2,128,18,2,826,8,189,142,12,447,15,1,12,0.9685230024213075,22.88135593220339,17.191283292978206,1.4527845036319613,54.116222760290555,1.8159806295399514,0.12106537530266344,1.4527845036319613
lut-exp,16,4096,12,2,128,19,2,843,8,190,154,12,450,16,1,12,0.9489916963226572,22.538552787663107,18.26809015421115,1.4234875444839856,53.380782918149464,1.8979833926453145,0.11862396204033215,1.4234875444839856
lut-exp,32,4096,12,2,128,0,2,1344,16,180,120,24,934,43,3,24,1.1904761904761905,13.392857142857142,8.928571428571429,1.7857142857142856,69.49404761904762,3.199404761904762,0.2232142857142857,1.7857142857142856
lut-exp,32,4096,12,2,128,1,2,1339,16,173,124,25,930,44,3,24,1.194921583271098,12.920089619118746,9.260642270351008,1.8670649738610903,69.45481702763257,3.286034353995519,0.22404779686333084,1.7923823749066468
lut-exp,32,4096,12,2,128,2,2,1345,16,180,120,25,933,45,3,23,1.1895910780669146,13.382899628252787,8.921933085501859,1.858736059479554,69.36802973977694,3.3457249070631967,0.22304832713754646,1.7100371747211895
lut-exp,32,4096,12,2,128,3,2,1341,16,175,122,24,936,45,1,22,1.193139448173005,13.049962714392244,9.097688292319164,1.7897091722595078,69.79865771812081,3.3557046979865772,0.07457121551081282,1.6405667412378822
lut-exp,32,4096,12,2,128,4,2,1355,16,189,120,25,936,42,3,24,1.1808118081180812,13.948339483394834,8.856088560885608,1.8450184501845017,69.07749077490774,3.0996309963099633,0.22140221402214022,1.7712177121771218
lut-exp,32,4096,12,2,128,5,2,1347,16,184,121,23,933,43,3,24,1.1878247958426131,13.659985152190051,8.982925018559762,1.7074981440237564,69.26503340757239,3.192279138827023,0.22271714922048996,1.7817371937639197
lut-exp,32,4096,12,2,128,6,2,1350,16,184,127,25,926,45,3,24,1.1851851851851851,13.62962962962963,9.407407407407407,1.8518518518518516,68.5925925925926,3.3333333333333335,0.2222222222222222,1.7777777777777777
lut-exp,32,4096,12,2,128,7,2,1338,16,176,124,27,925,43,3,24,1.195814648729447,13.153961136023916,9.267563527653214,2.0179372197309418,69.13303437967116,3.2137518684603883,0.2242152466367713,1.7937219730941705
lut-exp,32,4096,12,2,128,8,2,1335,16,179,124,24,925,40,3,24,1.198501872659176,13.408239700374533,9.288389513108614,1.7977528089887642,69.28838951310861,2.9962546816479403,0.22471910112359553,1.7977528089887642
lut-exp,32,4096,12,2,128,9,2,1348,16,182,124,26,928,45,3,24,1.1869436201780417,13.501483679525222,9.198813056379821,1.9287833827893175,68.84272997032642,3.3382789317507418,0.22255192878338279,1.7804154302670623
lut-exp,32,4096,12,2,128,10,2,1338,16,178,123,25,924,45,3,24,1.195814648729447,13.303437967115098,9.192825112107624,1.8684603886397608,69.05829596412556,3.3632286995515694,0.2242152466367713,1.7937219730941705
lut-exp,32,4096,12,2,128,11,2,1337,16,180,128,26,920,40,3,24,1.1967090501121915,13.462976813762154,9.573672400897532,1.944652206432311,68.81077038145101,2.9917726252804786,0.22438294689603588,1.795063575168287
lut-exp,32,4096,12,2,128,12,2,1321,16,164,127,25,921,41,3,24,1.2112036336109009,12.414837244511734,9.613928841786526,1.8925056775170326,69.71990915972748,3.1037093111279335,0.22710068130204392,1.8168054504163513
lut-exp,32,4096,12,2,128,13,2,1353,16,175,137,25,929,45,2,24,1.1825572801182558,12.934220251293421,10.125646711012564,1.8477457501847747,68.66223207686623,3.325942350332594,0.14781966001478197,1.7738359201773837
lut-exp,32,4096,12,2,128,14,2,1339,16,170,133,24,926,43,3,24,1.194921583271098,12.696041822255413,9.932785660941,1.7923823749066468,69.15608663181479,3.2113517550410755,0.22404779686333084,1.7923823749066468
lut-exp,32,4096,12,2,128,15,2,1339,16,177,128,25,924,42,3,24,1.194921583271098,13.218820014936519,9.559372666168784,1.8670649738610903,69.00672143390591,3.136669156086632,0.22404779686333084,1.7923823749066468
lut-exp,32,4096,12,2,128,16,2,1344,16,167,133,25,931,46,3,23,1.1904761904761905,12.425595238095239,9.895833333333332,1.8601190476190477,69.27083333333334,3.422619047619048,0.2232142857142857,1.711309523809524
lut-exp,32,4096,12,2,128,17,2,1333,16,176,128,25,918,43,3,24,1.2003000750187547,13.203300825206302,9.602400600150037,1.8754688672168043,68.86721680420105,3.225806451612903,0.22505626406601648,1.8004501125281318
lut-exp,32,4096,12,2,128,18,2,1320,16,160,125,23,929,40,3,24,1.2121212121212122,12.121212121212121,9.469696969696969,1.7424242424242427,70.37878787878788,3.0303030303030303,0.22727272727272727,1.8181818181818181
lut-exp,32,4096,12,2,128,19,2,1360,16,177,135,26,933,47,2,24,1.1764705882352942,13.014705882352942,9.926470588235293,1.911764705882353,68.6029411764706,3.4558823529411766,0.14705882352941177,1.7647058823529411
