mode,function,kernel,pipeline,scna_width,qo_len,iteration,profiled_total,safe_sm,scna_exp,q_load,k_load,v_load,qk_dot,core_acc,o_scale,o_store,kv_dma_issue,kv_dma_wait,kv_transform,host_elapsed
scna-fp16,exp,tree,on,16,4,11,446.0,199.0,158.0,2.0,130.0,109.0,3.0,0.0,1.0,2.0,9.0,30.0,193.0,687.0
scna-fp16,exp,tree,on,16,4,12,447.0,198.0,158.0,2.0,132.0,109.0,3.0,0.0,1.0,2.0,8.0,30.0,193.0,689.0
scna-fp16,exp,tree,on,16,4,13,444.0,198.0,158.0,2.0,130.0,109.0,2.0,0.0,1.0,2.0,9.0,31.0,193.0,686.0
scna-fp16,exp,tree,on,16,4,14,444.0,199.0,158.0,2.0,131.0,106.0,3.0,0.0,1.0,2.0,9.0,29.0,193.0,689.0
scna-fp16,exp,tree,on,16,4,15,443.0,199.0,158.0,2.0,130.0,107.0,3.0,0.0,0.0,2.0,9.0,28.0,193.0,686.0
scna-fp16,exp,tree,on,16,4,16,448.0,199.0,158.0,2.0,131.0,111.0,2.0,0.0,1.0,2.0,8.0,32.0,193.0,621.0
scna-fp16,exp,tree,on,16,4,17,450.0,200.0,158.0,2.0,132.0,110.0,3.0,0.0,1.0,2.0,8.0,34.0,193.0,705.0
scna-fp16,exp,tree,on,16,4,18,449.0,200.0,158.0,2.0,131.0,110.0,3.0,0.0,1.0,2.0,8.0,32.0,194.0,672.0
scna-fp16,exp,tree,on,16,4,19,451.0,200.0,158.0,2.0,132.0,112.0,2.0,0.0,1.0,2.0,9.0,35.0,194.0,707.0
scna-fp16,exp,tree,on,16,8,0,644.0,391.0,313.0,4.0,130.0,102.0,7.0,4.0,2.0,4.0,8.0,24.0,193.0,929.0
scna-fp16,exp,tree,on,16,8,1,645.0,391.0,313.0,4.0,130.0,104.0,6.0,4.0,2.0,4.0,8.0,25.0,192.0,937.0
scna-fp16,exp,tree,on,16,8,2,648.0,392.0,313.0,4.0,131.0,104.0,7.0,4.0,2.0,4.0,9.0,26.0,192.0,935.0
scna-fp16,exp,tree,on,16,8,3,647.0,394.0,312.0,4.0,130.0,103.0,6.0,4.0,2.0,4.0,8.0,24.0,192.0,1011.0
scna-fp16,exp,tree,on,16,8,4,639.0,388.0,313.0,4.0,130.0,100.0,7.0,4.0,2.0,4.0,9.0,22.0,192.0,882.0
scna-fp16,exp,tree,on,16,8,5,637.0,387.0,313.0,4.0,130.0,100.0,6.0,4.0,2.0,4.0,10.0,23.0,192.0,847.0
scna-fp16,exp,tree,on,16,8,6,640.0,387.0,313.0,4.0,131.0,101.0,7.0,4.0,2.0,4.0,9.0,22.0,193.0,935.0
scna-fp16,exp,tree,on,16,8,7,645.0,394.0,315.0,4.0,130.0,101.0,6.0,4.0,2.0,4.0,8.0,23.0,192.0,939.0
scna-fp16,exp,tree,on,16,8,8,641.0,387.0,313.0,4.0,130.0,103.0,7.0,4.0,2.0,4.0,8.0,24.0,193.0,932.0
scna-fp16,exp,tree,on,16,8,9,647.0,393.0,313.0,4.0,130.0,104.0,6.0,4.0,2.0,4.0,8.0,24.0,192.0,933.0
scna-fp16,exp,tree,on,16,8,10,645.0,392.0,313.0,3.0,130.0,103.0,7.0,4.0,2.0,4.0,8.0,24.0,194.0,903.0
scna-fp16,exp,tree,on,16,8,11,650.0,394.0,312.0,4.0,131.0,105.0,6.0,4.0,2.0,4.0,8.0,27.0,194.0,839.0
scna-fp16,exp,tree,on,16,8,12,646.0,392.0,312.0,3.0,131.0,103.0,7.0,4.0,2.0,4.0,9.0,26.0,192.0,956.0
scna-fp16,exp,tree,on,16,8,13,644.0,392.0,312.0,4.0,130.0,102.0,6.0,4.0,2.0,4.0,10.0,23.0,194.0,847.0
scna-fp16,exp,tree,on,16,8,14,639.0,388.0,312.0,4.0,130.0,100.0,7.0,4.0,2.0,4.0,9.0,22.0,192.0,822.0
scna-fp16,exp,tree,on,16,8,15,639.0,389.0,312.0,4.0,130.0,100.0,6.0,4.0,2.0,4.0,9.0,21.0,192.0,825.0
scna-fp16,exp,tree,on,16,8,16,640.0,390.0,312.0,4.0,130.0,99.0,7.0,4.0,2.0,4.0,10.0,20.0,193.0,913.0
scna-fp16,exp,tree,on,16,8,17,640.0,390.0,312.0,4.0,130.0,100.0,6.0,4.0,2.0,4.0,8.0,22.0,194.0,843.0
scna-fp16,exp,tree,on,16,8,18,641.0,389.0,312.0,4.0,131.0,100.0,7.0,4.0,2.0,4.0,8.0,22.0,192.0,898.0
scna-fp16,exp,tree,on,16,8,19,639.0,390.0,312.0,3.0,131.0,99.0,6.0,4.0,2.0,4.0,8.0,21.0,194.0,877.0
scna-fp16,exp,tree,on,16,16,0,1092.0,795.0,623.0,7.0,134.0,124.0,11.0,8.0,3.0,10.0,8.0,49.0,192.0,1324.0
scna-fp16,exp,tree,on,16,16,1,1090.0,791.0,623.0,7.0,136.0,125.0,10.0,8.0,3.0,10.0,8.0,51.0,193.0,1312.0
scna-fp16,exp,tree,on,16,16,2,1089.0,793.0,623.0,7.0,135.0,123.0,11.0,8.0,2.0,10.0,9.0,49.0,192.0,1312.0
scna-fp16,exp,tree,on,16,16,3,1091.0,797.0,623.0,7.0,133.0,124.0,10.0,8.0,2.0,10.0,10.0,49.0,192.0,1320.0
scna-fp16,exp,tree,on,16,16,4,1092.0,796.0,623.0,7.0,133.0,125.0,11.0,8.0,2.0,10.0,9.0,49.0,192.0,1311.0
scna-fp16,exp,tree,on,16,16,5,1157.0,799.0,628.0,7.0,153.0,168.0,10.0,8.0,2.0,10.0,10.0,110.0,192.0,1396.0
scna-fp16,exp,tree,on,16,16,6,1191.0,810.0,632.0,7.0,169.0,173.0,11.0,8.0,3.0,10.0,8.0,132.0,192.0,1486.0
scna-fp16,exp,tree,on,16,16,7,1182.0,809.0,632.0,7.0,170.0,165.0,10.0,8.0,3.0,10.0,10.0,127.0,193.0,1486.0
scna-fp16,exp,tree,on,16,16,8,1181.0,806.0,632.0,7.0,168.0,168.0,11.0,8.0,3.0,10.0,10.0,127.0,192.0,1490.0
scna-fp16,exp,tree,on,16,16,9,1170.0,807.0,631.0,7.0,164.0,161.0,10.0,8.0,3.0,10.0,10.0,117.0,192.0,1462.0
scna-fp16,exp,tree,on,16,16,10,1175.0,807.0,630.0,7.0,165.0,164.0,11.0,8.0,3.0,10.0,10.0,122.0,192.0,1489.0
scna-fp16,exp,tree,on,16,16,11,1168.0,803.0,630.0,7.0,166.0,161.0,10.0,8.0,3.0,10.0,9.0,118.0,192.0,1402.0
scna-fp16,exp,tree,on,16,16,12,1165.0,806.0,630.0,7.0,162.0,159.0,11.0,8.0,2.0,10.0,10.0,113.0,192.0,1379.0
scna-fp16,exp,tree,on,16,16,13,1162.0,804.0,631.0,7.0,163.0,158.0,10.0,8.0,2.0,10.0,9.0,111.0,192.0,1490.0
scna-fp16,exp,tree,on,16,16,14,1172.0,808.0,630.0,7.0,168.0,157.0,11.0,8.0,3.0,10.0,9.0,115.0,192.0,1489.0
scna-fp16,exp,tree,on,16,16,15,1168.0,805.0,630.0,7.0,163.0,162.0,10.0,8.0,3.0,10.0,9.0,114.0,192.0,1477.0
scna-fp16,exp,tree,on,16,16,16,1168.0,804.0,630.0,7.0,162.0,163.0,11.0,8.0,3.0,10.0,8.0,115.0,193.0,1479.0
scna-fp16,exp,tree,on,16,16,17,1167.0,810.0,630.0,7.0,162.0,158.0,10.0,8.0,2.0,10.0,9.0,111.0,192.0,1471.0
scna-fp16,exp,tree,on,16,16,18,1172.0,803.0,630.0,7.0,169.0,161.0,11.0,8.0,3.0,10.0,9.0,122.0,192.0,1472.0
scna-fp16,exp,tree,on,16,16,19,1170.0,805.0,630.0,7.0,168.0,159.0,10.0,8.0,3.0,10.0,10.0,119.0,192.0,1464.0
scna-fp16,exp,tree,on,16,32,0,1948.0,1591.0,1239.0,14.0,142.0,132.0,24.0,20.0,5.0,20.0,9.0,65.0,192.0,2218.0
scna-fp16,exp,tree,on,16,32,1,1933.0,1587.0,1240.0,14.0,139.0,125.0,23.0,21.0,4.0,20.0,8.0,55.0,192.0,2270.0
scna-fp16,exp,tree,on,16,32,2,1936.0,1586.0,1239.0,14.0,138.0,129.0,24.0,21.0,4.0,20.0,10.0,58.0,192.0,2230.0
scna-fp16,exp,tree,on,16,32,3,1934.0,1587.0,1239.0,14.0,138.0,125.0,24.0,21.0,4.0,21.0,10.0,55.0,192.0,2252.0
scna-fp16,exp,tree,on,16,32,4,1961.0,1588.0,1240.0,14.0,148.0,142.0,23.0,20.0,5.0,21.0,9.0,80.0,192.0,2235.0
scna-fp16,exp,tree,on,16,32,5,1979.0,1598.0,1242.0,14.0,152.0,146.0,23.0,20.0,5.0,21.0,10.0,89.0,193.0,2341.0
scna-fp16,exp,tree,on,16,32,6,1989.0,1596.0,1242.0,14.0,155.0,154.0,24.0,20.0,5.0,21.0,10.0,100.0,192.0,2257.0
scna-fp16,exp,tree,on,16,32,7,1986.0,1596.0,1242.0,14.0,157.0,149.0,24.0,21.0,4.0,21.0,9.0,97.0,192.0,2291.0
scna-fp16,exp,tree,on,16,32,8,1980.0,1594.0,1242.0,14.0,157.0,145.0,24.0,21.0,4.0,21.0,9.0,92.0,192.0,2281.0
scna-fp16,exp,tree,on,16,32,9,1989.0,1596.0,1243.0,14.0,157.0,152.0,23.0,21.0,5.0,21.0,9.0,100.0,192.0,2281.0
scna-fp16,exp,tree,on,16,32,10,1987.0,1595.0,1242.0,14.0,156.0,153.0,23.0,20.0,5.0,21.0,9.0,100.0,192.0,2272.0
scna-fp16,exp,tree,on,16,32,11,1989.0,1595.0,1242.0,14.0,154.0,156.0,24.0,21.0,4.0,21.0,9.0,103.0,191.0,2260.0
scna-fp16,exp,tree,on,16,32,12,1966.0,1590.0,1241.0,14.0,152.0,140.0,24.0,21.0,4.0,21.0,10.0,83.0,193.0,2312.0
scna-fp16,exp,tree,on,16,32,13,1968.0,1588.0,1242.0,14.0,155.0,142.0,24.0,21.0,4.0,20.0,10.0,88.0,192.0,2310.0
scna-fp16,exp,tree,on,16,32,14,1983.0,1592.0,1242.0,14.0,156.0,153.0,23.0,21.0,4.0,20.0,9.0,100.0,192.0,2270.0
scna-fp16,exp,tree,on,16,32,15,1981.0,1593.0,1243.0,14.0,156.0,149.0,24.0,20.0,5.0,20.0,10.0,97.0,193.0,2279.0
scna-fp16,exp,tree,on,16,32,16,1950.0,1585.0,1242.0,14.0,149.0,134.0,23.0,20.0,5.0,20.0,9.0,73.0,193.0,2304.0
scna-fp16,exp,tree,on,16,32,17,1951.0,1585.0,1241.0,14.0,147.0,136.0,24.0,21.0,4.0,20.0,9.0,74.0,192.0,2297.0
scna-fp16,exp,tree,on,16,32,18,1963.0,1588.0,1240.0,14.0,148.0,143.0,24.0,21.0,5.0,20.0,9.0,82.0,192.0,2259.0
scna-fp16,exp,tree,on,16,32,19,1949.0,1583.0,1240.0,14.0,148.0,134.0,24.0,21.0,5.0,20.0,10.0,73.0,193.0,2292.0
scna-fp16,exp,tree,on,32,4,0,481.0,240.0,198.0,1.0,130.0,102.0,4.0,0.0,0.0,4.0,8.0,23.0,193.0,658.0
scna-fp16,exp,tree,on,32,4,1,479.0,239.0,198.0,1.0,131.0,100.0,4.0,0.0,0.0,4.0,9.0,21.0,192.0,676.0
scna-fp16,exp,tree,on,32,4,2,478.0,239.0,198.0,1.0,130.0,101.0,3.0,0.0,0.0,4.0,10.0,22.0,192.0,679.0
scna-fp16,exp,tree,on,32,4,3,480.0,239.0,198.0,1.0,130.0,103.0,3.0,0.0,0.0,4.0,8.0,25.0,192.0,667.0
scna-fp16,exp,tree,on,32,4,4,478.0,239.0,199.0,2.0,130.0,100.0,3.0,0.0,1.0,3.0,9.0,22.0,192.0,746.0
scna-fp16,exp,tree,on,32,4,5,479.0,239.0,198.0,2.0,130.0,101.0,3.0,0.0,0.0,4.0,9.0,22.0,193.0,658.0
scna-fp16,exp,tree,on,32,4,6,476.0,238.0,198.0,2.0,130.0,99.0,3.0,0.0,1.0,3.0,10.0,21.0,193.0,666.0
scna-fp16,exp,tree,on,32,4,7,480.0,239.0,198.0,1.0,130.0,103.0,3.0,0.0,1.0,3.0,9.0,25.0,192.0,658.0
scna-fp16,exp,tree,on,32,4,8,478.0,237.0,198.0,2.0,130.0,102.0,3.0,0.0,1.0,3.0,8.0,22.0,194.0,655.0
scna-fp16,exp,tree,on,32,4,9,475.0,238.0,198.0,1.0,130.0,100.0,3.0,0.0,0.0,3.0,9.0,22.0,193.0,664.0
scna-fp16,exp,tree,on,32,4,10,480.0,239.0,198.0,3.0,130.0,101.0,3.0,0.0,0.0,4.0,8.0,23.0,193.0,672.0
scna-fp16,exp,tree,on,32,4,11,483.0,241.0,200.0,1.0,131.0,103.0,3.0,0.0,0.0,4.0,9.0,26.0,193.0,694.0
scna-fp16,exp,tree,on,32,4,12,483.0,242.0,199.0,2.0,130.0,103.0,3.0,0.0,1.0,2.0,9.0,24.0,192.0,672.0
scna-fp16,exp,tree,on,32,4,13,490.0,243.0,200.0,2.0,130.0,108.0,3.0,0.0,2.0,2.0,9.0,29.0,193.0,733.0
scna-fp16,exp,tree,on,32,4,14,496.0,244.0,200.0,2.0,133.0,110.0,3.0,0.0,1.0,3.0,10.0,34.0,191.0,762.0
scna-fp16,exp,tree,on,32,4,15,494.0,244.0,200.0,2.0,132.0,110.0,3.0,0.0,0.0,3.0,8.0,33.0,192.0,762.0
scna-fp16,exp,tree,on,32,4,16,504.0,245.0,200.0,2.0,132.0,119.0,3.0,0.0,1.0,2.0,8.0,41.0,192.0,748.0
scna-fp16,exp,tree,on,32,4,17,500.0,244.0,200.0,2.0,133.0,114.0,3.0,0.0,1.0,3.0,8.0,39.0,192.0,736.0
scna-fp16,exp,tree,on,32,4,18,499.0,245.0,200.0,2.0,133.0,112.0,3.0,0.0,1.0,3.0,9.0,38.0,192.0,730.0
scna-fp16,exp,tree,on,32,4,19,500.0,246.0,200.0,2.0,132.0,114.0,3.0,0.0,0.0,3.0,8.0,37.0,192.0,751.0
scna-fp16,exp,tree,on,32,8,0,759.0,476.0,394.0,4.0,140.0,122.0,7.0,4.0,2.0,4.0,9.0,54.0,193.0,1005.0
scna-fp16,exp,tree,on,32,8,1,756.0,477.0,394.0,4.0,137.0,122.0,6.0,4.0,2.0,4.0,8.0,50.0,194.0,1045.0
scna-fp16,exp,tree,on,32,8,2,763.0,480.0,394.0,4.0,138.0,124.0,7.0,4.0,2.0,4.0,8.0,54.0,193.0,1019.0
scna-fp16,exp,tree,on,32,8,3,753.0,476.0,394.0,4.0,137.0,120.0,6.0,4.0,2.0,4.0,8.0,49.0,192.0,1032.0
scna-fp16,exp,tree,on,32,8,4,759.0,476.0,393.0,4.0,138.0,124.0,7.0,4.0,2.0,4.0,8.0,53.0,192.0,1024.0
scna-fp16,exp,tree,on,32,8,5,754.0,476.0,393.0,4.0,136.0,122.0,6.0,4.0,2.0,4.0,8.0,50.0,192.0,1003.0
scna-fp16,exp,tree,on,32,8,6,756.0,478.0,393.0,4.0,136.0,121.0,7.0,4.0,2.0,4.0,8.0,51.0,191.0,1002.0
scna-fp16,exp,tree,on,32,8,7,754.0,476.0,394.0,4.0,137.0,121.0,6.0,4.0,2.0,4.0,8.0,49.0,193.0,1019.0
scna-fp16,exp,tree,on,32,8,8,752.0,476.0,394.0,4.0,136.0,119.0,7.0,4.0,2.0,4.0,8.0,47.0,192.0,1002.0
scna-fp16,exp,tree,on,32,8,9,755.0,477.0,394.0,4.0,137.0,121.0,6.0,4.0,2.0,4.0,8.0,50.0,193.0,1007.0
scna-fp16,exp,tree,on,32,8,10,753.0,479.0,394.0,4.0,136.0,116.0,7.0,5.0,2.0,4.0,9.0,44.0,193.0,1005.0
scna-fp16,exp,tree,on,32,8,11,748.0,475.0,393.0,4.0,135.0,117.0,6.0,5.0,2.0,4.0,8.0,44.0,192.0,1015.0
scna-fp16,exp,tree,on,32,8,12,753.0,480.0,393.0,4.0,135.0,115.0,7.0,6.0,2.0,4.0,8.0,43.0,193.0,1001.0
scna-fp16,exp,tree,on,32,8,13,756.0,478.0,393.0,4.0,135.0,122.0,6.0,5.0,2.0,4.0,8.0,48.0,193.0,1000.0
scna-fp16,exp,tree,on,32,8,14,760.0,478.0,394.0,4.0,138.0,122.0,7.0,5.0,2.0,4.0,8.0,52.0,192.0,1005.0
scna-fp16,exp,tree,on,32,8,15,754.0,478.0,393.0,4.0,137.0,118.0,6.0,5.0,2.0,4.0,8.0,47.0,193.0,1005.0
scna-fp16,exp,tree,on,32,8,16,754.0,474.0,394.0,4.0,136.0,121.0,7.0,6.0,2.0,4.0,9.0,48.0,193.0,988.0
scna-fp16,exp,tree,on,32,8,17,755.0,479.0,393.0,4.0,138.0,117.0,6.0,5.0,2.0,4.0,8.0,46.0,193.0,997.0
scna-fp16,exp,tree,on,32,8,18,765.0,481.0,395.0,4.0,140.0,122.0,7.0,5.0,2.0,4.0,8.0,54.0,192.0,959.0
scna-fp16,exp,tree,on,32,8,19,776.0,482.0,395.0,4.0,147.0,126.0,6.0,5.0,2.0,4.0,9.0,65.0,193.0,970.0
scna-fp16,exp,tree,on,32,16,0,1193.0,926.0,776.0,7.0,131.0,98.0,10.0,9.0,2.0,10.0,10.0,19.0,193.0,1415.0
scna-fp16,exp,tree,on,32,16,1,1194.0,924.0,775.0,7.0,131.0,99.0,11.0,9.0,3.0,10.0,8.0,20.0,194.0,1446.0
scna-fp16,exp,tree,on,32,16,2,1198.0,926.0,775.0,7.0,131.0,102.0,11.0,9.0,2.0,10.0,9.0,23.0,193.0,1499.0
scna-fp16,exp,tree,on,32,16,3,1191.0,923.0,775.0,7.0,131.0,98.0,11.0,9.0,2.0,10.0,9.0,19.0,193.0,1445.0
scna-fp16,exp,tree,on,32,16,4,1194.0,924.0,776.0,7.0,131.0,100.0,11.0,9.0,2.0,10.0,8.0,21.0,194.0,1440.0
scna-fp16,exp,tree,on,32,16,5,1190.0,920.0,775.0,7.0,132.0,100.0,10.0,9.0,2.0,10.0,8.0,23.0,192.0,1516.0
scna-fp16,exp,tree,on,32,16,6,1188.0,920.0,775.0,7.0,131.0,99.0,10.0,9.0,2.0,10.0,10.0,19.0,194.0,1447.0
scna-fp16,exp,tree,on,32,16,7,1191.0,921.0,776.0,7.0,131.0,101.0,10.0,9.0,2.0,10.0,10.0,21.0,194.0,1435.0
scna-fp16,exp,tree,on,32,16,8,1192.0,922.0,776.0,7.0,131.0,100.0,10.0,10.0,2.0,10.0,9.0,20.0,194.0,1423.0
scna-fp16,exp,tree,on,32,16,9,1187.0,920.0,776.0,7.0,131.0,98.0,10.0,9.0,2.0,10.0,10.0,21.0,193.0,1446.0
scna-fp16,exp,tree,on,32,16,10,1185.0,918.0,774.0,7.0,130.0,99.0,10.0,9.0,2.0,10.0,9.0,20.0,193.0,1433.0
scna-fp16,exp,tree,on,32,16,11,1189.0,919.0,775.0,7.0,131.0,101.0,10.0,9.0,2.0,10.0,9.0,21.0,192.0,1426.0
scna-fp16,exp,tree,on,32,16,12,1184.0,916.0,775.0,7.0,131.0,99.0,10.0,9.0,2.0,10.0,10.0,20.0,193.0,1421.0
scna-fp16,exp,tree,on,32,16,13,1187.0,917.0,776.0,7.0,133.0,99.0,10.0,9.0,2.0,10.0,9.0,22.0,192.0,1423.0
scna-fp16,exp,tree,on,32,16,14,1188.0,919.0,776.0,8.0,131.0,99.0,10.0,9.0,2.0,10.0,10.0,21.0,194.0,1428.0
scna-fp16,exp,tree,on,32,16,15,1189.0,920.0,775.0,7.0,131.0,100.0,10.0,9.0,2.0,10.0,8.0,21.0,194.0,1421.0
scna-fp16,exp,tree,on,32,16,16,1187.0,918.0,775.0,7.0,133.0,98.0,10.0,9.0,2.0,10.0,9.0,21.0,193.0,1476.0
scna-fp16,exp,tree,on,32,16,17,1185.0,918.0,775.0,7.0,131.0,98.0,10.0,9.0,2.0,10.0,9.0,19.0,192.0,1510.0
scna-fp16,exp,tree,on,32,16,18,1187.0,918.0,775.0,7.0,133.0,98.0,10.0,9.0,2.0,10.0,9.0,20.0,193.0,1493.0
scna-fp16,exp,tree,on,32,16,19,1180.0,914.0,775.0,7.0,130.0,98.0,10.0,9.0,2.0,10.0,9.0,18.0,193.0,1399.0
scna-fp16,exp,tree,on,32,32,0,2162.0,1851.0,1540.0,14.0,131.0,97.0,24.0,21.0,4.0,20.0,8.0,18.0,192.0,2435.0
scna-fp16,exp,tree,on,32,32,1,2161.0,1851.0,1540.0,14.0,131.0,97.0,23.0,21.0,4.0,20.0,8.0,17.0,194.0,2405.0
scna-fp16,exp,tree,on,32,32,2,2159.0,1848.0,1541.0,15.0,131.0,97.0,23.0,21.0,4.0,20.0,10.0,18.0,193.0,2487.0
scna-fp16,exp,tree,on,32,32,3,2169.0,1859.0,1540.0,15.0,131.0,96.0,24.0,21.0,3.0,20.0,10.0,17.0,192.0,2444.0
scna-fp16,exp,tree,on,32,32,4,2159.0,1847.0,1541.0,14.0,131.0,97.0,24.0,22.0,4.0,20.0,9.0,18.0,194.0,2439.0
scna-fp16,exp,tree,on,32,32,5,2166.0,1854.0,1544.0,14.0,131.0,99.0,23.0,21.0,4.0,20.0,10.0,20.0,192.0,2475.0
scna-fp16,exp,tree,on,32,32,6,2167.0,1857.0,1542.0,14.0,131.0,96.0,24.0,21.0,4.0,20.0,8.0,18.0,193.0,2486.0
scna-fp16,exp,tree,on,32,32,7,2175.0,1864.0,1541.0,15.0,131.0,97.0,23.0,21.0,4.0,20.0,10.0,17.0,194.0,2488.0
scna-fp16,exp,tree,on,32,32,8,2171.0,1858.0,1540.0,15.0,131.0,97.0,24.0,22.0,4.0,20.0,9.0,18.0,194.0,2470.0
scna-fp16,exp,tree,on,32,32,9,2166.0,1856.0,1541.0,14.0,131.0,97.0,23.0,21.0,4.0,20.0,9.0,18.0,193.0,2492.0
scna-fp16,exp,tree,on,32,32,10,2165.0,1854.0,1541.0,14.0,132.0,97.0,23.0,21.0,4.0,20.0,10.0,19.0,193.0,2483.0
scna-fp16,exp,tree,on,32,32,11,2163.0,1853.0,1540.0,14.0,131.0,97.0,23.0,21.0,4.0,20.0,10.0,18.0,193.0,2511.0
scna-fp16,exp,tree,on,32,32,12,2162.0,1850.0,1540.0,14.0,132.0,97.0,23.0,22.0,4.0,20.0,10.0,18.0,194.0,2522.0
scna-fp16,exp,tree,on,32,32,13,2167.0,1856.0,1541.0,14.0,132.0,97.0,23.0,21.0,4.0,20.0,10.0,18.0,194.0,2488.0
scna-fp16,exp,tree,on,32,32,14,2161.0,1850.0,1540.0,14.0,132.0,97.0,23.0,21.0,4.0,20.0,9.0,18.0,193.0,2531.0
scna-fp16,exp,tree,on,32,32,15,2162.0,1851.0,1541.0,14.0,131.0,97.0,23.0,22.0,4.0,20.0,10.0,19.0,192.0,2511.0
scna-fp16,exp,tree,on,32,32,16,2164.0,1852.0,1541.0,14.0,131.0,98.0,24.0,21.0,4.0,20.0,10.0,18.0,193.0,2498.0
scna-fp16,exp,tree,on,32,32,17,2170.0,1859.0,1541.0,14.0,132.0,97.0,23.0,21.0,4.0,20.0,9.0,18.0,193.0,2535.0
scna-fp16,exp,tree,on,32,32,18,2169.0,1856.0,1540.0,15.0,131.0,97.0,24.0,22.0,4.0,20.0,10.0,18.0,193.0,2528.0
scna-fp16,exp,tree,on,32,32,19,2166.0,1856.0,1541.0,14.0,131.0,96.0,23.0,22.0,4.0,20.0,10.0,18.0,193.0,2509.0
scna-fp16,exp2,direct,off,8,4,0,800.0,203.0,161.0,2.0,297.0,286.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,1110.0
scna-fp16,exp2,direct,off,8,4,1,790.0,204.0,162.0,2.0,291.0,280.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,1110.0
scna-fp16,exp2,direct,off,8,4,2,770.0,205.0,162.0,2.0,286.0,265.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1110.0
scna-fp16,exp2,direct,off,8,4,3,804.0,205.0,162.0,2.0,302.0,285.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1111.0
scna-fp16,exp2,direct,off,8,4,4,808.0,205.0,161.0,2.0,298.0,289.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,1137.0
scna-fp16,exp2,direct,off,8,4,5,825.0,204.0,162.0,2.0,312.0,291.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,1120.0
scna-fp16,exp2,direct,off,8,4,6,818.0,203.0,162.0,2.0,312.0,289.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,1110.0
scna-fp16,exp2,direct,off,8,4,7,797.0,204.0,162.0,2.0,294.0,284.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,1133.0
scna-fp16,exp2,direct,off,8,4,8,916.0,216.0,165.0,2.0,350.0,335.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1208.0
scna-fp16,exp2,direct,off,8,4,9,899.0,215.0,164.0,2.0,365.0,305.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,1204.0
scna-fp16,exp2,direct,off,8,4,10,903.0,213.0,163.0,2.0,366.0,309.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,1215.0
scna-fp16,exp2,direct,off,8,4,11,902.0,212.0,163.0,3.0,355.0,321.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,1237.0
scna-fp16,exp2,direct,off,8,4,12,909.0,213.0,163.0,3.0,355.0,326.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1240.0
scna-fp16,exp2,direct,off,8,4,13,896.0,213.0,163.0,2.0,352.0,316.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,1150.0
scna-fp16,exp2,direct,off,8,4,14,892.0,212.0,164.0,2.0,360.0,306.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,1216.0
scna-fp16,exp2,direct,off,8,4,15,874.0,211.0,164.0,2.0,349.0,300.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1439.0
scna-fp16,exp2,direct,off,8,4,16,855.0,208.0,162.0,2.0,333.0,301.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,1143.0
scna-fp16,exp2,direct,off,8,4,17,864.0,209.0,162.0,3.0,337.0,303.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,1175.0
scna-fp16,exp2,direct,off,8,4,18,866.0,207.0,162.0,2.0,345.0,300.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1199.0
scna-fp16,exp2,direct,off,8,4,19,864.0,208.0,163.0,2.0,335.0,306.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,1176.0
scna-fp16,exp2,direct,off,8,8,0,1024.0,397.0,315.0,4.0,317.0,284.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,1319.0
scna-fp16,exp2,direct,off,8,8,1,1020.0,397.0,316.0,4.0,314.0,282.0,9.0,6.0,2.0,6.0,0.0,0.0,0.0,1340.0
scna-fp16,exp2,direct,off,8,8,2,1015.0,397.0,315.0,4.0,306.0,285.0,8.0,7.0,2.0,6.0,0.0,0.0,0.0,1335.0
scna-fp16,exp2,direct,off,8,8,3,1028.0,399.0,315.0,4.0,317.0,286.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,1304.0
scna-fp16,exp2,direct,off,8,8,4,1026.0,398.0,316.0,4.0,311.0,291.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,1320.0
scna-fp16,exp2,direct,off,8,8,5,1020.0,398.0,315.0,4.0,317.0,279.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,1264.0
scna-fp16,exp2,direct,off,8,8,6,1145.0,421.0,321.0,4.0,367.0,331.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,1444.0
