session,iteration,q,host_elapsed_us,ret
5,13,8,658.0,0
5,14,8,745.0,0
5,15,8,788.0,0
5,16,8,659.0,0
5,17,8,786.0,0
5,18,8,654.0,0
5,19,8,658.0,0
1,0,16,874.0,0
1,1,16,877.0,0
1,2,16,876.0,0
1,3,16,876.0,0
1,4,16,875.0,0
1,5,16,875.0,0
1,6,16,874.0,0
1,7,16,876.0,0
1,8,16,926.0,0
1,9,16,863.0,0
1,10,16,864.0,0
1,11,16,862.0,0
1,12,16,862.0,0
1,13,16,862.0,0
1,14,16,864.0,0
1,15,16,863.0,0
1,16,16,863.0,0
1,17,16,862.0,0
1,18,16,862.0,0
1,19,16,862.0,0
2,0,16,878.0,0
2,1,16,877.0,0
2,2,16,876.0,0
2,3,16,877.0,0
2,4,16,877.0,0
2,5,16,877.0,0
2,6,16,877.0,0
2,7,16,876.0,0
2,8,16,876.0,0
2,9,16,878.0,0
2,10,16,874.0,0
2,11,16,877.0,0
2,12,16,898.0,0
2,13,16,863.0,0
2,14,16,946.0,0
2,15,16,866.0,0
2,16,16,866.0,0
2,17,16,866.0,0
2,18,16,1008.0,0
2,19,16,864.0,0
3,0,16,926.0,0
3,1,16,917.0,0
3,2,16,917.0,0
3,3,16,916.0,0
3,4,16,915.0,0
3,5,16,918.0,0
3,6,16,914.0,0
3,7,16,915.0,0
3,8,16,914.0,0
3,9,16,916.0,0
3,10,16,910.0,0
3,11,16,914.0,0
3,12,16,916.0,0
3,13,16,916.0,0
3,14,16,913.0,0
3,15,16,914.0,0
3,16,16,916.0,0
3,17,16,898.0,0
3,18,16,881.0,0
3,19,16,878.0,0
4,0,16,861.0,0
4,1,16,939.0,0
4,2,16,924.0,0
4,3,16,970.0,0
4,4,16,930.0,0
4,5,16,998.0,0
4,6,16,866.0,0
4,7,16,867.0,0
4,8,16,865.0,0
4,9,16,864.0,0
4,10,16,866.0,0
4,11,16,901.0,0
4,12,16,866.0,0
4,13,16,865.0,0
4,14,16,863.0,0
4,15,16,862.0,0
4,16,16,1005.0,0
4,17,16,865.0,0
4,18,16,865.0,0
4,19,16,868.0,0
5,0,16,876.0,0
5,1,16,875.0,0
5,2,16,875.0,0
5,3,16,937.0,0
5,4,16,879.0,0
5,5,16,879.0,0
5,6,16,879.0,0
5,7,16,881.0,0
5,8,16,879.0,0
5,9,16,879.0,0
5,10,16,927.0,0
5,11,16,927.0,0
5,12,16,926.0,0
5,13,16,924.0,0
5,14,16,926.0,0
5,15,16,929.0,0
5,16,16,927.0,0
5,17,16,928.0,0
5,18,16,928.0,0
5,19,16,871.0,0
1,0,32,1421.0,0
1,1,32,1421.0,0
1,2,32,1422.0,0
1,3,32,1422.0,0
1,4,32,1468.0,0
1,5,32,1437.0,0
1,6,32,1434.0,0
1,7,32,1435.0,0
1,8,32,1433.0,0
1,9,32,1435.0,0
1,10,32,1432.0,0
1,11,32,1370.0,0
1,12,32,1433.0,0
1,13,32,1434.0,0
1,14,32,1432.0,0
1,15,32,1422.0,0
1,16,32,1349.0,0
1,17,32,2003.0,0
1,18,32,1379.0,0
1,19,32,1462.0,0
2,0,32,1442.0,0
2,1,32,1441.0,0
2,2,32,1441.0,0
2,3,32,1442.0,0
2,4,32,1379.0,0
2,5,32,1441.0,0
2,6,32,1438.0,0
2,7,32,1440.0,0
2,8,32,1421.0,0
2,9,32,1438.0,0
2,10,32,1425.0,0
2,11,32,1431.0,0
2,12,32,1428.0,0
2,13,32,1433.0,0
2,14,32,1435.0,0
2,15,32,1433.0,0
2,16,32,1473.0,0
2,17,32,1418.0,0
2,18,32,1490.0,0
2,19,32,1438.0,0
3,0,32,1421.0,0
3,1,32,1420.0,0
3,2,32,1422.0,0
3,3,32,1420.0,0
3,4,32,1429.0,0
3,5,32,1439.0,0
3,6,32,1433.0,0
3,7,32,1435.0,0
3,8,32,1435.0,0
3,9,32,1431.0,0
3,10,32,1428.0,0
3,11,32,1434.0,0
3,12,32,1343.0,0
3,13,32,1443.0,0
3,14,32,1419.0,0
3,15,32,1456.0,0
3,16,32,1465.0,0
3,17,32,1463.0,0
3,18,32,1457.0,0
3,19,32,1454.0,0
4,0,32,1444.0,0
4,1,32,1441.0,0
4,2,32,1443.0,0
4,3,32,1442.0,0
4,4,32,1439.0,0
4,5,32,1360.0,0
4,6,32,1438.0,0
4,7,32,1431.0,0
4,8,32,1431.0,0
4,9,32,1434.0,0
4,10,32,1435.0,0
4,11,32,1431.0,0
4,12,32,1430.0,0
4,13,32,1461.0,0
4,14,32,1434.0,0
4,15,32,1434.0,0
4,16,32,1434.0,0
4,17,32,1492.0,0
4,18,32,1442.0,0
4,19,32,1395.0,0
5,0,32,1420.0,0
5,1,32,1421.0,0
5,2,32,1422.0,0
5,3,32,1426.0,0
5,4,32,1380.0,0
5,5,32,1450.0,0
5,6,32,1430.0,0
5,7,32,1437.0,0
5,8,32,1441.0,0
5,9,32,1435.0,0
5,10,32,1438.0,0
5,11,32,1434.0,0
5,12,32,1433.0,0
5,13,32,1436.0,0
5,14,32,1433.0,0
5,15,32,1396.0,0
5,16,32,1444.0,0
5,17,32,1424.0,0
5,18,32,1455.0,0
5,19,32,1420.0,0
