mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4096,12,2,128,warmup,0,65194,0
scna-fp16,32,4096,12,2,128,warmup,1,64979,0
scna-fp16,32,4096,12,2,128,warmup,2,65249,0
scna-fp16,32,4096,12,2,128,warmup,3,65260,0
scna-fp16,32,4096,12,2,128,warmup,4,65257,0
scna-fp16,32,4096,12,2,128,measure,0,65373,0
scna-fp16,32,4096,12,2,128,measure,1,65290,0
scna-fp16,32,4096,12,2,128,measure,2,65112,0
scna-fp16,32,4096,12,2,128,measure,3,65183,0
scna-fp16,32,4096,12,2,128,measure,4,65161,0
scna-fp16,32,4096,12,2,128,measure,5,65169,0
scna-fp16,32,4096,12,2,128,measure,6,65142,0
scna-fp16,32,4096,12,2,128,measure,7,65246,0
scna-fp16,32,4096,12,2,128,measure,8,65073,0
scna-fp16,32,4096,12,2,128,measure,9,65071,0
scna-fp16,32,4096,12,2,128,measure,10,65116,0
scna-fp16,32,4096,12,2,128,measure,11,64949,0
scna-fp16,32,4096,12,2,128,measure,12,65136,0
scna-fp16,32,4096,12,2,128,measure,13,65220,0
scna-fp16,32,4096,12,2,128,measure,14,65031,0
scna-fp16,32,4096,12,2,128,measure,15,65151,0
scna-fp16,32,4096,12,2,128,measure,16,65152,0
scna-fp16,32,4096,12,2,128,measure,17,65091,0
scna-fp16,32,4096,12,2,128,measure,18,64996,0
scna-fp16,32,4096,12,2,128,measure,19,65048,0
