mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,8,4096,12,2,128,warmup,0,1121,0
lut-exp,8,4096,12,2,128,warmup,1,1223,0
lut-exp,8,4096,12,2,128,warmup,2,1232,0
lut-exp,8,4096,12,2,128,warmup,3,1309,0
lut-exp,8,4096,12,2,128,warmup,4,1214,0
lut-exp,8,4096,12,2,128,measure,0,1228,0
lut-exp,8,4096,12,2,128,measure,1,1214,0
lut-exp,8,4096,12,2,128,measure,2,1203,0
lut-exp,8,4096,12,2,128,measure,3,1218,0
lut-exp,8,4096,12,2,128,measure,4,1206,0
lut-exp,8,4096,12,2,128,measure,5,1183,0
lut-exp,8,4096,12,2,128,measure,6,1258,0
lut-exp,8,4096,12,2,128,measure,7,1295,0
lut-exp,8,4096,12,2,128,measure,8,1348,0
lut-exp,8,4096,12,2,128,measure,9,1098,0
lut-exp,8,4096,12,2,128,measure,10,1251,0
lut-exp,8,4096,12,2,128,measure,11,1241,0
lut-exp,8,4096,12,2,128,measure,12,1067,0
lut-exp,8,4096,12,2,128,measure,13,1359,0
lut-exp,8,4096,12,2,128,measure,14,1190,0
lut-exp,8,4096,12,2,128,measure,15,1249,0
lut-exp,8,4096,12,2,128,measure,16,1381,0
lut-exp,8,4096,12,2,128,measure,17,1231,0
lut-exp,8,4096,12,2,128,measure,18,1343,0
lut-exp,8,4096,12,2,128,measure,19,1299,0
