qo_len,baseline_iterations,lut_exp_iterations,baseline_profiled_total_us,lut_exp_profiled_total_us,profiled_total_delta_us,profiled_total_delta_pct,baseline_host_median_us,lut_exp_host_median_us,host_delta_us,host_delta_pct,baseline_q_load_us,lut_exp_q_load_us,q_load_delta_us,q_load_delta_pct,baseline_q_load_pct,lut_exp_q_load_pct,q_load_pct_point_delta,baseline_k_load_us,lut_exp_k_load_us,k_load_delta_us,k_load_delta_pct,baseline_k_load_pct,lut_exp_k_load_pct,k_load_pct_point_delta,baseline_v_load_us,lut_exp_v_load_us,v_load_delta_us,v_load_delta_pct,baseline_v_load_pct,lut_exp_v_load_pct,v_load_pct_point_delta,baseline_qk_dot_us,lut_exp_qk_dot_us,qk_dot_delta_us,qk_dot_delta_pct,baseline_qk_dot_pct,lut_exp_qk_dot_pct,qk_dot_pct_point_delta,baseline_safe_sm_us,lut_exp_safe_sm_us,safe_sm_delta_us,safe_sm_delta_pct,baseline_safe_sm_pct,lut_exp_safe_sm_pct,safe_sm_pct_point_delta,baseline_core_acc_us,lut_exp_core_acc_us,core_acc_delta_us,core_acc_delta_pct,baseline_core_acc_pct,lut_exp_core_acc_pct,core_acc_pct_point_delta,baseline_o_scale_us,lut_exp_o_scale_us,o_scale_delta_us,o_scale_delta_pct,baseline_o_scale_pct,lut_exp_o_scale_pct,o_scale_pct_point_delta,baseline_o_store_us,lut_exp_o_store_us,o_store_delta_us,o_store_delta_pct,baseline_o_store_pct,lut_exp_o_store_pct,o_store_pct_point_delta
4,20,20,512.0,480.5,-31.5,-6.15234375,560.0,556.0,-4.0,-0.7142857142857143,2.0,2.0,0.0,0.0,0.390625,0.41623309053069724,0.025608090530697236,185.0,182.0,-3.0,-1.6216216216216217,36.1328125,37.87721123829345,1.744398738293448,161.5,181.5,20.0,12.38390092879257,31.54296875,37.77315296566077,6.2301842156607705,3.0,2.0,-1.0,-33.33333333333333,0.5859375,0.41623309053069724,-0.16970440946930276,156.5,105.0,-51.5,-32.9073482428115,30.56640625,21.852237252861602,-8.714168997138398,2.0,4.0,2.0,100.0,0.390625,0.8324661810613945,0.4418411810613945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,100.0,0.390625,0.8324661810613945,0.4418411810613945
8,20,20,718.0,625.5,-92.5,-12.883008356545961,689.5,595.0,-94.5,-13.705583756345177,4.0,4.0,0.0,0.0,0.5571030640668524,0.6394884092725819,0.08238534520572949,166.0,177.5,11.5,6.927710843373494,23.119777158774372,28.377298161470822,5.25752100269645,201.0,204.0,3.0,1.4925373134328357,27.99442896935933,32.61390887290168,4.619479903542352,9.0,7.0,-2.0,-22.22222222222222,1.2534818941504178,1.1191047162270185,-0.13437717792339932,324.0,217.0,-107.0,-33.0246913580247,45.12534818941504,34.69224620303757,-10.433101986377473,7.0,8.0,1.0,14.285714285714285,0.9749303621169917,1.2789768185451638,0.3040464564281721,1.0,1.0,0.0,0.0,0.1392757660167131,0.15987210231814547,0.020596336301432372,6.0,7.0,1.0,16.666666666666664,0.8356545961002786,1.1191047162270185,0.28345012012673987
16,20,20,1077.0,808.0,-269.0,-24.97678737233055,858.5,690.5,-168.0,-19.56901572510192,8.0,8.0,0.0,0.0,0.7428040854224698,0.9900990099009901,0.2472949244785203,182.0,188.5,6.5,3.571428571428571,16.898792943361187,23.32920792079208,6.4304149774308925,133.5,126.0,-7.5,-5.617977528089887,12.395543175487465,15.594059405940595,3.19851623045313,13.0,12.5,-0.5,-3.8461538461538463,1.2070566388115136,1.547029702970297,0.3399730641587835,714.0,445.0,-269.0,-37.675070028011206,66.29526462395543,55.07425742574258,-11.221007198212853,13.5,15.0,1.5,11.11111111111111,1.2534818941504178,1.8564356435643563,0.6029537494139385,1.0,1.0,0.0,0.0,0.09285051067780872,0.12376237623762376,0.030911865559815038,12.0,12.0,0.0,0.0,1.1142061281337048,1.4851485148514851,0.37094238671778035
32,20,20,1906.5,1339.0,-567.5,-29.76658798846053,1290.0,1008.5,-281.5,-21.821705426356587,16.0,15.5,-0.5,-3.125,0.8392341987936008,1.157580283793876,0.31834608500027517,167.5,185.5,18.0,10.746268656716417,8.785733018620508,13.85362210604929,5.067889087428782,120.0,115.0,-5.0,-4.166666666666666,6.294256490952006,8.588498879761016,2.2942423888090095,23.0,24.0,1.0,4.3478260869565215,1.2063991607658011,1.7923823749066468,0.5859832141408456,1518.0,931.0,-587.0,-38.669301712779976,79.62234461054288,69.52949962658701,-10.092844983955871,37.0,43.0,6.0,16.216216216216218,1.9407290847102021,3.2113517550410755,1.2706226703308734,3.0,3.0,0.0,0.0,0.15735641227380015,0.22404779686333084,0.0666913845895307,22.0,22.0,0.0,0.0,1.1539470233412013,1.6430171769977595,0.48907015365655826
