mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4093,12,2,64,warmup,0,1041,51,1040,51,989,51,16756,1030,10,2,6,37,973,17,1033,5b58b96ae32c1768,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4093,12,2,64,warmup,1,1041,52,1039,50,990,49,16786,1030,9,2,7,37,973,16,1033,5b58b96ae32c1768,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4093,12,2,64,warmup,2,1025,27,1024,26,998,26,8384,1039,-15,2,6,37,957,16,1017,5b58b96ae32c1768,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4093,12,2,64,warmup,3,1033,49,1031,49,983,48,16148,1024,7,2,7,37,965,17,1026,5b58b96ae32c1768,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4093,12,2,64,warmup,4,1032,49,1030,48,984,46,15863,1024,6,2,7,37,964,17,1025,5b58b96ae32c1768,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4093,12,2,64,measure,0,1039,55,1037,55,984,53,18163,1024,13,2,6,37,971,17,1032,5b58b96ae32c1768,0
