mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,32,4096,12,2,128,warmup,0,2530,0
scna-fp16,8,32,4096,12,2,128,warmup,1,2423,0
scna-fp16,8,32,4096,12,2,128,warmup,2,2433,0
scna-fp16,8,32,4096,12,2,128,warmup,3,2438,0
scna-fp16,8,32,4096,12,2,128,warmup,4,2474,0
scna-fp16,8,32,4096,12,2,128,measure,0,2411,0
scna-fp16,8,32,4096,12,2,128,measure,1,2639,0
scna-fp16,8,32,4096,12,2,128,measure,2,2458,0
scna-fp16,8,32,4096,12,2,128,measure,3,2604,0
scna-fp16,8,32,4096,12,2,128,measure,4,2494,0
scna-fp16,8,32,4096,12,2,128,measure,5,2619,0
scna-fp16,8,32,4096,12,2,128,measure,6,2538,0
scna-fp16,8,32,4096,12,2,128,measure,7,2480,0
scna-fp16,8,32,4096,12,2,128,measure,8,2482,0
scna-fp16,8,32,4096,12,2,128,measure,9,2581,0
scna-fp16,8,32,4096,12,2,128,measure,10,2482,0
scna-fp16,8,32,4096,12,2,128,measure,11,2471,0
scna-fp16,8,32,4096,12,2,128,measure,12,2469,0
scna-fp16,8,32,4096,12,2,128,measure,13,2473,0
scna-fp16,8,32,4096,12,2,128,measure,14,2470,0
scna-fp16,8,32,4096,12,2,128,measure,15,2462,0
scna-fp16,8,32,4096,12,2,128,measure,16,2468,0
scna-fp16,8,32,4096,12,2,128,measure,17,2471,0
scna-fp16,8,32,4096,12,2,128,measure,18,2483,0
scna-fp16,8,32,4096,12,2,128,measure,19,2533,0
