mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,4,4096,12,2,128,warmup,0,1156,0
scna-int8,16,4,4096,12,2,128,warmup,1,1153,0
scna-int8,16,4,4096,12,2,128,warmup,2,1254,0
scna-int8,16,4,4096,12,2,128,warmup,3,1253,0
scna-int8,16,4,4096,12,2,128,warmup,4,1257,0
scna-int8,16,4,4096,12,2,128,measure,0,1144,0
scna-int8,16,4,4096,12,2,128,measure,1,1247,0
scna-int8,16,4,4096,12,2,128,measure,2,1156,0
scna-int8,16,4,4096,12,2,128,measure,3,1247,0
scna-int8,16,4,4096,12,2,128,measure,4,1245,0
scna-int8,16,4,4096,12,2,128,measure,5,1259,0
scna-int8,16,4,4096,12,2,128,measure,6,1245,0
scna-int8,16,4,4096,12,2,128,measure,7,1235,0
scna-int8,16,4,4096,12,2,128,measure,8,1252,0
scna-int8,16,4,4096,12,2,128,measure,9,1242,0
scna-int8,16,4,4096,12,2,128,measure,10,1252,0
scna-int8,16,4,4096,12,2,128,measure,11,1238,0
scna-int8,16,4,4096,12,2,128,measure,12,1248,0
scna-int8,16,4,4096,12,2,128,measure,13,1245,0
scna-int8,16,4,4096,12,2,128,measure,14,1240,0
scna-int8,16,4,4096,12,2,128,measure,15,1204,0
scna-int8,16,4,4096,12,2,128,measure,16,1219,0
scna-int8,16,4,4096,12,2,128,measure,17,1319,0
scna-int8,16,4,4096,12,2,128,measure,18,1314,0
scna-int8,16,4,4096,12,2,128,measure,19,1201,0
