mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4,4096,12,2,128,warmup,0,1186,0
scna-fp16,16,4,4096,12,2,128,warmup,1,1139,0
scna-fp16,16,4,4096,12,2,128,warmup,2,1115,0
scna-fp16,16,4,4096,12,2,128,warmup,3,1107,0
scna-fp16,16,4,4096,12,2,128,warmup,4,1112,0
scna-fp16,16,4,4096,12,2,128,measure,0,1097,0
scna-fp16,16,4,4096,12,2,128,measure,1,1094,0
scna-fp16,16,4,4096,12,2,128,measure,2,1095,0
scna-fp16,16,4,4096,12,2,128,measure,3,1096,0
scna-fp16,16,4,4096,12,2,128,measure,4,1095,0
scna-fp16,16,4,4096,12,2,128,measure,5,1095,0
scna-fp16,16,4,4096,12,2,128,measure,6,1099,0
scna-fp16,16,4,4096,12,2,128,measure,7,1100,0
scna-fp16,16,4,4096,12,2,128,measure,8,1098,0
scna-fp16,16,4,4096,12,2,128,measure,9,1111,0
scna-fp16,16,4,4096,12,2,128,measure,10,1210,0
scna-fp16,16,4,4096,12,2,128,measure,11,1219,0
scna-fp16,16,4,4096,12,2,128,measure,12,1247,0
scna-fp16,16,4,4096,12,2,128,measure,13,1255,0
scna-fp16,16,4,4096,12,2,128,measure,14,1263,0
scna-fp16,16,4,4096,12,2,128,measure,15,1209,0
scna-fp16,16,4,4096,12,2,128,measure,16,1220,0
scna-fp16,16,4,4096,12,2,128,measure,17,1236,0
scna-fp16,16,4,4096,12,2,128,measure,18,1206,0
scna-fp16,16,4,4096,12,2,128,measure,19,1197,0
