mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,8,4096,12,2,128,warmup,0,1319,0
scna-int8,16,8,4096,12,2,128,warmup,1,1338,0
scna-int8,16,8,4096,12,2,128,warmup,2,1339,0
scna-int8,16,8,4096,12,2,128,warmup,3,1320,0
scna-int8,16,8,4096,12,2,128,warmup,4,1424,0
scna-int8,16,8,4096,12,2,128,measure,0,1418,0
scna-int8,16,8,4096,12,2,128,measure,1,1424,0
scna-int8,16,8,4096,12,2,128,measure,2,1402,0
scna-int8,16,8,4096,12,2,128,measure,3,1424,0
scna-int8,16,8,4096,12,2,128,measure,4,1436,0
scna-int8,16,8,4096,12,2,128,measure,5,1561,0
scna-int8,16,8,4096,12,2,128,measure,6,1491,0
scna-int8,16,8,4096,12,2,128,measure,7,1481,0
scna-int8,16,8,4096,12,2,128,measure,8,1503,0
scna-int8,16,8,4096,12,2,128,measure,9,1473,0
scna-int8,16,8,4096,12,2,128,measure,10,1469,0
scna-int8,16,8,4096,12,2,128,measure,11,1597,0
scna-int8,16,8,4096,12,2,128,measure,12,1490,0
scna-int8,16,8,4096,12,2,128,measure,13,1589,0
scna-int8,16,8,4096,12,2,128,measure,14,1551,0
scna-int8,16,8,4096,12,2,128,measure,15,1522,0
scna-int8,16,8,4096,12,2,128,measure,16,1586,0
scna-int8,16,8,4096,12,2,128,measure,17,1496,0
scna-int8,16,8,4096,12,2,128,measure,18,1524,0
scna-int8,16,8,4096,12,2,128,measure,19,1583,0
