mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,exp2,direct,0,4,4096,12,2,128,warmup,0,1279,0
baseline,exp2,direct,0,4,4096,12,2,128,warmup,1,998,0
baseline,exp2,direct,0,4,4096,12,2,128,warmup,2,991,0
baseline,exp2,direct,0,4,4096,12,2,128,warmup,3,991,0
baseline,exp2,direct,0,4,4096,12,2,128,warmup,4,1000,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,0,999,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,1,991,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,2,993,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,3,993,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,4,992,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,5,993,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,6,988,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,7,992,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,8,998,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,9,994,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,10,1152,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,11,1140,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,12,1146,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,13,1131,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,14,1097,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,15,1041,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,16,1059,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,17,1082,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,18,1067,0
baseline,exp2,direct,0,4,4096,12,2,128,measure,19,1036,0
