mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,tree,8,4,4096,12,2,128,warmup,0,1173,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,warmup,1,1054,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,warmup,2,1049,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,warmup,3,1050,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,warmup,4,1048,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,0,1087,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,1,1048,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,2,1051,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,3,1149,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,4,1157,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,5,1066,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,6,1043,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,7,1044,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,8,1070,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,9,1134,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,10,1148,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,11,1085,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,12,1076,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,13,1190,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,14,1136,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,15,1173,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,16,1185,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,17,1125,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,18,1061,0
scna-fp16,exp2,tree,8,4,4096,12,2,128,measure,19,1115,0
