mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,16,16,4096,12,2,128,warmup,0,1723,0
scna-fp16,exp,tree,16,16,4096,12,2,128,warmup,1,1827,0
scna-fp16,exp,tree,16,16,4096,12,2,128,warmup,2,1823,0
scna-fp16,exp,tree,16,16,4096,12,2,128,warmup,3,1721,0
scna-fp16,exp,tree,16,16,4096,12,2,128,warmup,4,1861,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,0,1871,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,1,1786,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,2,1787,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,3,1783,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,4,1785,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,5,1780,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,6,1782,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,7,1780,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,8,1781,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,9,1853,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,10,1849,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,11,1874,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,12,1855,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,13,1927,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,14,1879,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,15,1931,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,16,1929,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,17,1872,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,18,1915,0
scna-fp16,exp,tree,16,16,4096,12,2,128,measure,19,1840,0
