mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,32,4,4096,12,2,128,warmup,0,1446,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,warmup,1,1213,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,warmup,2,1312,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,warmup,3,1204,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,warmup,4,1328,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,0,1269,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,1,1282,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,2,1279,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,3,1282,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,4,1279,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,5,1202,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,6,1286,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,7,1298,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,8,1281,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,9,1281,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,10,1277,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,11,1279,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,12,1373,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,13,1236,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,14,1340,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,15,1352,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,16,1248,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,17,1268,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,18,1324,0
scna-fp16,exp2,direct,32,4,4096,12,2,128,measure,19,1323,0
