mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,16,32,4096,12,2,128,warmup,0,2530,0
scna-fp16,exp,tree,16,32,4096,12,2,128,warmup,1,2588,0
scna-fp16,exp,tree,16,32,4096,12,2,128,warmup,2,2609,0
scna-fp16,exp,tree,16,32,4096,12,2,128,warmup,3,2611,0
scna-fp16,exp,tree,16,32,4096,12,2,128,warmup,4,2622,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,0,2622,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,1,2620,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,2,2673,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,3,2765,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,4,2792,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,5,2788,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,6,2780,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,7,2810,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,8,2697,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,9,2703,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,10,2774,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,11,2788,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,12,2694,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,13,2686,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,14,2781,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,15,2660,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,16,2769,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,17,2760,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,18,2778,0
scna-fp16,exp,tree,16,32,4096,12,2,128,measure,19,2655,0
