mode,function,kernel,width,lanes,iters,elapsed_us,pair_elapsed_us,rmse,max_abs_error,dense_samples,dense_rmse,dense_max_abs_error,pair_max_abs_diff,direct_tree_max_abs_diff,monotonic_violations,negative_count,nan_count,y_min,y_minus12,y_minus4,y_zero
scna-int8,exp2,tree,32,64,100000,7838,9901,0.00256127,0.019043,4096,0.00174205,0.0311806,0,0,0,0,0,0,0,0.0527954,0.980957
