mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,16,32,4096,12,2,128,warmup,0,2932,0
scna-int8,exp,tree,16,32,4096,12,2,128,warmup,1,2785,0
scna-int8,exp,tree,16,32,4096,12,2,128,warmup,2,2967,0
scna-int8,exp,tree,16,32,4096,12,2,128,warmup,3,2860,0
scna-int8,exp,tree,16,32,4096,12,2,128,warmup,4,2965,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,0,2972,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,1,2969,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,2,3041,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,3,3061,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,4,2975,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,5,3050,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,6,3008,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,7,2935,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,8,3043,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,9,2992,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,10,2962,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,11,3044,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,12,2964,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,13,2926,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,14,3029,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,15,3008,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,16,2923,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,17,2978,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,18,3030,0
scna-int8,exp,tree,16,32,4096,12,2,128,measure,19,3039,0
