mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,32,16,4096,12,2,128,warmup,0,2188,0
scna-int8,exp,tree,32,16,4096,12,2,128,warmup,1,2008,0
scna-int8,exp,tree,32,16,4096,12,2,128,warmup,2,2126,0
scna-int8,exp,tree,32,16,4096,12,2,128,warmup,3,2097,0
scna-int8,exp,tree,32,16,4096,12,2,128,warmup,4,2141,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,0,2131,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,1,2096,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,2,2128,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,3,2118,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,4,2145,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,5,2192,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,6,2121,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,7,2081,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,8,2072,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,9,2137,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,10,2122,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,11,2131,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,12,2122,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,13,2165,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,14,2152,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,15,2182,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,16,2159,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,17,2168,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,18,2109,0
scna-int8,exp,tree,32,16,4096,12,2,128,measure,19,2105,0
