mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,32,16,4096,12,2,128,warmup,0,2548,0
scna-int8,exp,direct,32,16,4096,12,2,128,warmup,1,2319,0
scna-int8,exp,direct,32,16,4096,12,2,128,warmup,2,2336,0
scna-int8,exp,direct,32,16,4096,12,2,128,warmup,3,2331,0
scna-int8,exp,direct,32,16,4096,12,2,128,warmup,4,2328,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,0,2333,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,1,2420,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,2,2468,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,3,2395,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,4,2386,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,5,2479,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,6,2376,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,7,2414,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,8,2435,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,9,2398,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,10,2375,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,11,2359,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,12,2421,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,13,2450,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,14,2417,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,15,2378,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,16,2431,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,17,2397,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,18,2482,0
scna-int8,exp,direct,32,16,4096,12,2,128,measure,19,2485,0
