mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,8,16,4096,12,2,128,warmup,0,1817,0
scna-int8,exp2,tree,8,16,4096,12,2,128,warmup,1,1797,0
scna-int8,exp2,tree,8,16,4096,12,2,128,warmup,2,1817,0
scna-int8,exp2,tree,8,16,4096,12,2,128,warmup,3,1783,0
scna-int8,exp2,tree,8,16,4096,12,2,128,warmup,4,1783,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,0,1778,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,1,1862,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,2,1867,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,3,2097,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,4,2081,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,5,2102,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,6,2042,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,7,2044,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,8,2105,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,9,2109,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,10,2077,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,11,2053,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,12,2047,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,13,2096,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,14,2047,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,15,2054,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,16,2061,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,17,2103,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,18,2062,0
scna-int8,exp2,tree,8,16,4096,12,2,128,measure,19,2063,0
