mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,16,8,4096,12,2,128,warmup,0,1404,0
scna-int8,exp,direct,16,8,4096,12,2,128,warmup,1,1513,0
scna-int8,exp,direct,16,8,4096,12,2,128,warmup,2,1512,0
scna-int8,exp,direct,16,8,4096,12,2,128,warmup,3,1508,0
scna-int8,exp,direct,16,8,4096,12,2,128,warmup,4,1511,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,0,1512,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,1,1511,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,2,1512,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,3,1511,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,4,1430,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,5,1456,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,6,1559,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,7,1543,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,8,1426,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,9,1334,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,10,1429,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,11,1462,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,12,1422,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,13,1412,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,14,1418,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,15,1427,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,16,1414,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,17,1511,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,18,1460,0
scna-int8,exp,direct,16,8,4096,12,2,128,measure,19,1472,0
