mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,16,8,4096,12,2,128,warmup,0,1514,0
scna-int8,exp,tree,16,8,4096,12,2,128,warmup,1,1392,0
scna-int8,exp,tree,16,8,4096,12,2,128,warmup,2,1396,0
scna-int8,exp,tree,16,8,4096,12,2,128,warmup,3,1391,0
scna-int8,exp,tree,16,8,4096,12,2,128,warmup,4,1389,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,0,1393,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,1,1391,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,2,1392,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,3,1391,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,4,1450,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,5,1507,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,6,1429,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,7,1459,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,8,1530,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,9,1473,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,10,1485,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,11,1477,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,12,1509,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,13,1482,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,14,1480,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,15,1508,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,16,1476,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,17,1506,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,18,1521,0
scna-int8,exp,tree,16,8,4096,12,2,128,measure,19,1499,0
