mode,function,kernel,width,lanes,iters,elapsed_us,pair_elapsed_us,rmse,max_abs_error,dense_samples,dense_rmse,dense_max_abs_error,pair_max_abs_diff,direct_tree_max_abs_diff,monotonic_violations,negative_count,nan_count,y_min,y_minus12,y_minus4,y_zero
scna-fp16,exp,tree,32,64,100000,6291,8767,3.50945e-05,0.000280622,4096,0.00105556,0.0258867,0,0.000488281,0,0,0,0,4.94719e-06,0.0174866,1
