mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,8,16,4096,12,2,128,warmup,0,1805,0
scna-int8,exp2,direct,8,16,4096,12,2,128,warmup,1,1751,0
scna-int8,exp2,direct,8,16,4096,12,2,128,warmup,2,1841,0
scna-int8,exp2,direct,8,16,4096,12,2,128,warmup,3,1713,0
scna-int8,exp2,direct,8,16,4096,12,2,128,warmup,4,1775,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,0,1781,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,1,1785,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,2,1790,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,3,1799,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,4,1777,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,5,1779,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,6,1816,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,7,1924,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,8,1938,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,9,1957,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,10,1957,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,11,1945,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,12,1918,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,13,1987,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,14,1932,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,15,2005,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,16,1887,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,17,1938,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,18,2006,0
scna-int8,exp2,direct,8,16,4096,12,2,128,measure,19,1895,0
