mode,function,kernel,width,lanes,iters,elapsed_us,pair_elapsed_us,rmse,max_abs_error,dense_samples,dense_rmse,dense_max_abs_error,pair_max_abs_diff,direct_tree_max_abs_diff,monotonic_violations,negative_count,nan_count,y_min,y_minus12,y_minus4,y_zero
scna-int8,exp2,direct,16,64,100000,6806,8354,0.00231514,0.0136719,4096,0.0031004,0.0633447,0,0,0,0,0,0,0,0.0478821,0.986328
