mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,8,8,4096,12,2,128,warmup,0,1458,0
scna-int8,exp2,direct,8,8,4096,12,2,128,warmup,1,1328,0
scna-int8,exp2,direct,8,8,4096,12,2,128,warmup,2,1313,0
scna-int8,exp2,direct,8,8,4096,12,2,128,warmup,3,1305,0
scna-int8,exp2,direct,8,8,4096,12,2,128,warmup,4,1329,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,0,1279,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,1,1384,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,2,1384,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,3,1378,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,4,1270,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,5,1281,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,6,1377,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,7,1287,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,8,1362,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,9,1366,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,10,1377,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,11,1328,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,12,1584,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,13,1507,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,14,1600,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,15,1578,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,16,1559,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,17,1493,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,18,1550,0
scna-int8,exp2,direct,8,8,4096,12,2,128,measure,19,1596,0
