mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,8,4,4096,12,2,128,warmup,0,1077,0
scna-fp16,exp,tree,8,4,4096,12,2,128,warmup,1,1206,0
scna-fp16,exp,tree,8,4,4096,12,2,128,warmup,2,1280,0
scna-fp16,exp,tree,8,4,4096,12,2,128,warmup,3,1114,0
scna-fp16,exp,tree,8,4,4096,12,2,128,warmup,4,1190,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,0,1188,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,1,1081,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,2,1193,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,3,1195,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,4,1191,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,5,1188,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,6,1092,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,7,1193,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,8,1191,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,9,1191,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,10,1198,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,11,1184,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,12,1182,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,13,1187,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,14,1180,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,15,1186,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,16,1198,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,17,1183,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,18,1190,0
scna-fp16,exp,tree,8,4,4096,12,2,128,measure,19,1182,0
