mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,8,8,4096,12,2,128,warmup,0,1345,0
scna-int8,exp2,tree,8,8,4096,12,2,128,warmup,1,1340,0
scna-int8,exp2,tree,8,8,4096,12,2,128,warmup,2,1338,0
scna-int8,exp2,tree,8,8,4096,12,2,128,warmup,3,1318,0
scna-int8,exp2,tree,8,8,4096,12,2,128,warmup,4,1349,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,0,1330,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,1,1368,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,2,1340,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,3,1330,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,4,1372,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,5,1405,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,6,1429,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,7,1353,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,8,1362,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,9,1476,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,10,1445,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,11,1436,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,12,1455,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,13,1437,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,14,1404,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,15,1596,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,16,1582,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,17,1599,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,18,1590,0
scna-int8,exp2,tree,8,8,4096,12,2,128,measure,19,1638,0
