affine_ns_per_vector,arithmetic_utilization_pct,ci_high_ns,ci_low_ns,effective_tops,fence_ns_per_vector,implementation_max_abs_error_max,implementation_rmse_max,label,layout_mismatches_max,mode,overlap_ci_high,overlap_ci_low,overlap_mismatches_max,overlap_speedup,p_store_ns_per_vector,pack_ns_per_vector,pair_ns_per_vector,physical_tops,reduction_ns_per_vector,samples,single_ns_per_vector,transpose_ns_per_vector
0.0,0.0,30.427083333333332,30.427083333333332,0.0,0.0,0.0,0.0,HVX SCNA d8,0,scna-hvx-fp16-d8,0.0,0.0,0,0.0,0.0,0.0,30.427083333333332,0.0,0.0,30,45.899166666666666,0.0
218.6,3.125,15174.7,15174.7,0.0046843549862763045,189.6,0.0,0.0,Hybrid current,0,scna-hmx-fp16-d8-hybrid,0.0,0.0,0,0.0,0.0,17.6,15174.7,0.14989935956084174,10.8,30,15148.6,0.0
218.08,3.125,2394.26,2394.24,0.005013709361535448,349.76,0.000488281,2.2216e-05,Two-pass current,0,scna-hmx-fp16-d8-two-pass,0.0,0.0,0,0.0,0.0,17.48,2394.26,0.16043869956913434,190.4,30,2364.36,0.0
224.84166666666667,3.125,417.6333333333333,417.62916666666666,0.004554316000148252,194.7,0.000488281,2.43415e-05,Hybrid + vtranspose,0,scna-hmx-fp16-d8-hybrid-vtranspose,1.40898,1.40896,0,1.40897,0.0,16.725,417.62916666666666,0.14573811200474407,0.0,30,392.4166666666667,93.32083333333333
219.9777777777778,3.125,594.2722222222222,594.2666666666667,0.004995257324046721,351.74444444444447,0.000488281,2.2216e-05,Two-pass + vtranspose,0,scna-hmx-fp16-d8-two-pass-vtranspose,1.408995,1.408985,0,1.40899,0.0,17.177777777777777,594.2722222222222,0.15984823436949508,190.01111111111112,30,564.9444444444445,71.54444444444445
115.25,12.5,200.09,200.0875,0.01777006507592191,100.3375,0.000488281,2.43415e-05,Hybrid + batch4,0,scna-hmx-fp16-d8-hybrid-batch4,1.409,1.408985,0,1.408995,0.0,9.14,200.0875,0.14216052060737527,0.0,30,364.315,197.355
115.875,5.0,165.5222222222222,165.5222222222222,0.0190499321749241,185.82222222222222,0.000488281,2.2216e-05,Two-pass + batch4,0,scna-hmx-fp16-d8-two-pass-batch4,1.409005,1.408985,0,1.408995,0.0,8.433333333333334,165.5222222222222,0.380998643498482,99.13888888888889,30,301.75277777777774,32.583333333333336
113.6,12.5,194.1175,194.115,0.018028169014084508,99.64,0.000488281,2.43415e-05,Hybrid + direct-P,0,scna-hmx-fp16-d8-hybrid-direct-p,1.40898,1.40897,0,1.4089749999999999,0.0,8.17,194.1175,0.14422535211267606,0.0,30,347.905,196.93
113.20833333333333,5.0,159.625,159.62222222222223,0.019293705104217098,184.65555555555557,0.000488281,2.2216e-05,Two-pass + direct-P,0,scna-hmx-fp16-d8-two-pass-direct-p,1.40901,1.40899,0,1.409,0.0,7.9222222222222225,159.625,0.3858741020843419,99.08888888888889,30,286.65555555555557,32.955555555555556
