mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,32,4096,12,2,128,warmup,0,2171,0
baseline,0,32,4096,12,2,128,warmup,1,2204,0
baseline,0,32,4096,12,2,128,warmup,2,2279,0
baseline,0,32,4096,12,2,128,warmup,3,2279,0
baseline,0,32,4096,12,2,128,warmup,4,2280,0
baseline,0,32,4096,12,2,128,measure,0,2247,0
baseline,0,32,4096,12,2,128,measure,1,2284,0
baseline,0,32,4096,12,2,128,measure,2,2303,0
baseline,0,32,4096,12,2,128,measure,3,2408,0
baseline,0,32,4096,12,2,128,measure,4,2364,0
baseline,0,32,4096,12,2,128,measure,5,2363,0
baseline,0,32,4096,12,2,128,measure,6,2455,0
baseline,0,32,4096,12,2,128,measure,7,2344,0
baseline,0,32,4096,12,2,128,measure,8,2469,0
baseline,0,32,4096,12,2,128,measure,9,2446,0
baseline,0,32,4096,12,2,128,measure,10,2342,0
baseline,0,32,4096,12,2,128,measure,11,2451,0
baseline,0,32,4096,12,2,128,measure,12,2447,0
baseline,0,32,4096,12,2,128,measure,13,2357,0
baseline,0,32,4096,12,2,128,measure,14,2456,0
baseline,0,32,4096,12,2,128,measure,15,2400,0
baseline,0,32,4096,12,2,128,measure,16,2364,0
baseline,0,32,4096,12,2,128,measure,17,2334,0
baseline,0,32,4096,12,2,128,measure,18,2364,0
baseline,0,32,4096,12,2,128,measure,19,2380,0
