mode,width,lanes,iters,elapsed_us,pair_elapsed_us,rmse,max_abs_error,dense_samples,dense_rmse,dense_max_abs_error,pair_max_abs_diff,monotonic_violations,negative_count,nan_count,y_min,y_minus12,y_minus4,y_zero
scna-fp16,16,64,1000,71,94,0.000378106,0.00301601,1024,0.0102877,0.0485036,0,0,0,0,0,0.000212908,0.0628662,1
