mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,4,4096,12,2,128,warmup,0,1208,0
scna-int8,16,4,4096,12,2,128,warmup,1,1099,0
scna-int8,16,4,4096,12,2,128,warmup,2,1125,0
scna-int8,16,4,4096,12,2,128,warmup,3,1106,0
scna-int8,16,4,4096,12,2,128,warmup,4,1097,0
scna-int8,16,4,4096,12,2,128,measure,0,1098,0
scna-int8,16,4,4096,12,2,128,measure,1,1105,0
scna-int8,16,4,4096,12,2,128,measure,2,1102,0
scna-int8,16,4,4096,12,2,128,measure,3,1097,0
scna-int8,16,4,4096,12,2,128,measure,4,1103,0
scna-int8,16,4,4096,12,2,128,measure,5,1006,0
scna-int8,16,4,4096,12,2,128,measure,6,1091,0
scna-int8,16,4,4096,12,2,128,measure,7,1073,0
scna-int8,16,4,4096,12,2,128,measure,8,1198,0
scna-int8,16,4,4096,12,2,128,measure,9,1134,0
scna-int8,16,4,4096,12,2,128,measure,10,1122,0
scna-int8,16,4,4096,12,2,128,measure,11,1130,0
scna-int8,16,4,4096,12,2,128,measure,12,1151,0
scna-int8,16,4,4096,12,2,128,measure,13,1159,0
scna-int8,16,4,4096,12,2,128,measure,14,1115,0
scna-int8,16,4,4096,12,2,128,measure,15,1135,0
scna-int8,16,4,4096,12,2,128,measure,16,1128,0
scna-int8,16,4,4096,12,2,128,measure,17,1126,0
scna-int8,16,4,4096,12,2,128,measure,18,1124,0
scna-int8,16,4,4096,12,2,128,measure,19,1133,0
