mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4,4096,12,2,128,warmup,0,1102,0
scna-int8,8,4,4096,12,2,128,warmup,1,1225,0
scna-int8,8,4,4096,12,2,128,warmup,2,1248,0
scna-int8,8,4,4096,12,2,128,warmup,3,1144,0
scna-int8,8,4,4096,12,2,128,warmup,4,1154,0
scna-int8,8,4,4096,12,2,128,measure,0,1150,0
scna-int8,8,4,4096,12,2,128,measure,1,1125,0
scna-int8,8,4,4096,12,2,128,measure,2,1120,0
scna-int8,8,4,4096,12,2,128,measure,3,1129,0
scna-int8,8,4,4096,12,2,128,measure,4,1128,0
scna-int8,8,4,4096,12,2,128,measure,5,1133,0
scna-int8,8,4,4096,12,2,128,measure,6,1118,0
scna-int8,8,4,4096,12,2,128,measure,7,1131,0
scna-int8,8,4,4096,12,2,128,measure,8,1116,0
scna-int8,8,4,4096,12,2,128,measure,9,1117,0
scna-int8,8,4,4096,12,2,128,measure,10,1125,0
scna-int8,8,4,4096,12,2,128,measure,11,1194,0
scna-int8,8,4,4096,12,2,128,measure,12,1158,0
scna-int8,8,4,4096,12,2,128,measure,13,1195,0
scna-int8,8,4,4096,12,2,128,measure,14,1216,0
scna-int8,8,4,4096,12,2,128,measure,15,1206,0
scna-int8,8,4,4096,12,2,128,measure,16,1260,0
scna-int8,8,4,4096,12,2,128,measure,17,1197,0
scna-int8,8,4,4096,12,2,128,measure,18,1196,0
scna-int8,8,4,4096,12,2,128,measure,19,1190,0
