mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,4,4096,12,2,128,warmup,0,1250,0
baseline,0,4,4096,12,2,128,warmup,1,1220,0
baseline,0,4,4096,12,2,128,warmup,2,1219,0
baseline,0,4,4096,12,2,128,warmup,3,1156,0
baseline,0,4,4096,12,2,128,warmup,4,1113,0
baseline,0,4,4096,12,2,128,measure,0,1223,0
baseline,0,4,4096,12,2,128,measure,1,1210,0
baseline,0,4,4096,12,2,128,measure,2,1220,0
baseline,0,4,4096,12,2,128,measure,3,1110,0
baseline,0,4,4096,12,2,128,measure,4,1155,0
baseline,0,4,4096,12,2,128,measure,5,1206,0
baseline,0,4,4096,12,2,128,measure,6,1229,0
baseline,0,4,4096,12,2,128,measure,7,1125,0
baseline,0,4,4096,12,2,128,measure,8,1220,0
baseline,0,4,4096,12,2,128,measure,9,1132,0
baseline,0,4,4096,12,2,128,measure,10,1147,0
baseline,0,4,4096,12,2,128,measure,11,1124,0
baseline,0,4,4096,12,2,128,measure,12,1206,0
baseline,0,4,4096,12,2,128,measure,13,1235,0
baseline,0,4,4096,12,2,128,measure,14,1208,0
baseline,0,4,4096,12,2,128,measure,15,1338,0
baseline,0,4,4096,12,2,128,measure,16,1214,0
baseline,0,4,4096,12,2,128,measure,17,1211,0
baseline,0,4,4096,12,2,128,measure,18,1252,0
baseline,0,4,4096,12,2,128,measure,19,1226,0
