mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,8,4096,12,2,128,warmup,0,1435,0
scna-int8,32,8,4096,12,2,128,warmup,1,1568,0
scna-int8,32,8,4096,12,2,128,warmup,2,1533,0
scna-int8,32,8,4096,12,2,128,warmup,3,1531,0
scna-int8,32,8,4096,12,2,128,warmup,4,1562,0
scna-int8,32,8,4096,12,2,128,measure,0,1542,0
scna-int8,32,8,4096,12,2,128,measure,1,1550,0
scna-int8,32,8,4096,12,2,128,measure,2,1536,0
scna-int8,32,8,4096,12,2,128,measure,3,1575,0
scna-int8,32,8,4096,12,2,128,measure,4,1674,0
scna-int8,32,8,4096,12,2,128,measure,5,1645,0
scna-int8,32,8,4096,12,2,128,measure,6,1604,0
scna-int8,32,8,4096,12,2,128,measure,7,1632,0
scna-int8,32,8,4096,12,2,128,measure,8,1608,0
scna-int8,32,8,4096,12,2,128,measure,9,1632,0
scna-int8,32,8,4096,12,2,128,measure,10,1599,0
scna-int8,32,8,4096,12,2,128,measure,11,1630,0
scna-int8,32,8,4096,12,2,128,measure,12,1665,0
scna-int8,32,8,4096,12,2,128,measure,13,1722,0
scna-int8,32,8,4096,12,2,128,measure,14,1748,0
scna-int8,32,8,4096,12,2,128,measure,15,1649,0
scna-int8,32,8,4096,12,2,128,measure,16,1665,0
scna-int8,32,8,4096,12,2,128,measure,17,1650,0
scna-int8,32,8,4096,12,2,128,measure,18,1756,0
scna-int8,32,8,4096,12,2,128,measure,19,1734,0
