mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,16,4096,12,2,128,warmup,0,1223,0
lut-exp,0,16,4096,12,2,128,warmup,1,1352,0
lut-exp,0,16,4096,12,2,128,warmup,2,1399,0
lut-exp,0,16,4096,12,2,128,warmup,3,1282,0
lut-exp,0,16,4096,12,2,128,warmup,4,1396,0
lut-exp,0,16,4096,12,2,128,measure,0,1386,0
lut-exp,0,16,4096,12,2,128,measure,1,1387,0
lut-exp,0,16,4096,12,2,128,measure,2,1393,0
lut-exp,0,16,4096,12,2,128,measure,3,1388,0
lut-exp,0,16,4096,12,2,128,measure,4,1322,0
lut-exp,0,16,4096,12,2,128,measure,5,1565,0
lut-exp,0,16,4096,12,2,128,measure,6,1319,0
lut-exp,0,16,4096,12,2,128,measure,7,1372,0
lut-exp,0,16,4096,12,2,128,measure,8,1250,0
lut-exp,0,16,4096,12,2,128,measure,9,1363,0
lut-exp,0,16,4096,12,2,128,measure,10,1236,0
lut-exp,0,16,4096,12,2,128,measure,11,1240,0
lut-exp,0,16,4096,12,2,128,measure,12,1232,0
lut-exp,0,16,4096,12,2,128,measure,13,1328,0
lut-exp,0,16,4096,12,2,128,measure,14,1285,0
lut-exp,0,16,4096,12,2,128,measure,15,1346,0
lut-exp,0,16,4096,12,2,128,measure,16,1241,0
lut-exp,0,16,4096,12,2,128,measure,17,1245,0
lut-exp,0,16,4096,12,2,128,measure,18,1341,0
lut-exp,0,16,4096,12,2,128,measure,19,1238,0
