mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,16,4096,12,2,128,warmup,0,1444,0
baseline,0,16,4096,12,2,128,warmup,1,1423,0
baseline,0,16,4096,12,2,128,warmup,2,1441,0
baseline,0,16,4096,12,2,128,warmup,3,1456,0
baseline,0,16,4096,12,2,128,warmup,4,1438,0
baseline,0,16,4096,12,2,128,measure,0,1545,0
baseline,0,16,4096,12,2,128,measure,1,1545,0
baseline,0,16,4096,12,2,128,measure,2,1445,0
baseline,0,16,4096,12,2,128,measure,3,1551,0
baseline,0,16,4096,12,2,128,measure,4,1596,0
baseline,0,16,4096,12,2,128,measure,5,1710,0
baseline,0,16,4096,12,2,128,measure,6,1708,0
baseline,0,16,4096,12,2,128,measure,7,1628,0
baseline,0,16,4096,12,2,128,measure,8,1716,0
baseline,0,16,4096,12,2,128,measure,9,1718,0
baseline,0,16,4096,12,2,128,measure,10,1712,0
baseline,0,16,4096,12,2,128,measure,11,1713,0
baseline,0,16,4096,12,2,128,measure,12,1655,0
baseline,0,16,4096,12,2,128,measure,13,1831,0
baseline,0,16,4096,12,2,128,measure,14,1780,0
baseline,0,16,4096,12,2,128,measure,15,1721,0
baseline,0,16,4096,12,2,128,measure,16,1759,0
baseline,0,16,4096,12,2,128,measure,17,1765,0
baseline,0,16,4096,12,2,128,measure,18,1807,0
baseline,0,16,4096,12,2,128,measure,19,1780,0
