mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,8,4096,12,2,128,warmup,0,1132,0
lut-exp,0,8,4096,12,2,128,warmup,1,1013,0
lut-exp,0,8,4096,12,2,128,warmup,2,1011,0
lut-exp,0,8,4096,12,2,128,warmup,3,1098,0
lut-exp,0,8,4096,12,2,128,warmup,4,1109,0
lut-exp,0,8,4096,12,2,128,measure,0,1017,0
lut-exp,0,8,4096,12,2,128,measure,1,1102,0
lut-exp,0,8,4096,12,2,128,measure,2,1105,0
lut-exp,0,8,4096,12,2,128,measure,3,1075,0
lut-exp,0,8,4096,12,2,128,measure,4,1052,0
lut-exp,0,8,4096,12,2,128,measure,5,1063,0
lut-exp,0,8,4096,12,2,128,measure,6,1031,0
lut-exp,0,8,4096,12,2,128,measure,7,1026,0
lut-exp,0,8,4096,12,2,128,measure,8,1078,0
lut-exp,0,8,4096,12,2,128,measure,9,1053,0
lut-exp,0,8,4096,12,2,128,measure,10,1050,0
lut-exp,0,8,4096,12,2,128,measure,11,1024,0
lut-exp,0,8,4096,12,2,128,measure,12,1051,0
lut-exp,0,8,4096,12,2,128,measure,13,1098,0
lut-exp,0,8,4096,12,2,128,measure,14,1070,0
lut-exp,0,8,4096,12,2,128,measure,15,1071,0
lut-exp,0,8,4096,12,2,128,measure,16,1064,0
lut-exp,0,8,4096,12,2,128,measure,17,1137,0
lut-exp,0,8,4096,12,2,128,measure,18,1150,0
lut-exp,0,8,4096,12,2,128,measure,19,1089,0
