mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,32,4096,12,2,128,warmup,0,2123,0
baseline,0,32,4096,12,2,128,warmup,1,2374,0
baseline,0,32,4096,12,2,128,warmup,2,2394,0
baseline,0,32,4096,12,2,128,warmup,3,2360,0
baseline,0,32,4096,12,2,128,warmup,4,2361,0
baseline,0,32,4096,12,2,128,measure,0,2369,0
baseline,0,32,4096,12,2,128,measure,1,2400,0
baseline,0,32,4096,12,2,128,measure,2,2226,0
baseline,0,32,4096,12,2,128,measure,3,2232,0
baseline,0,32,4096,12,2,128,measure,4,2290,0
baseline,0,32,4096,12,2,128,measure,5,2293,0
baseline,0,32,4096,12,2,128,measure,6,2203,0
baseline,0,32,4096,12,2,128,measure,7,2268,0
baseline,0,32,4096,12,2,128,measure,8,2236,0
baseline,0,32,4096,12,2,128,measure,9,2270,0
baseline,0,32,4096,12,2,128,measure,10,2201,0
baseline,0,32,4096,12,2,128,measure,11,2293,0
baseline,0,32,4096,12,2,128,measure,12,2202,0
baseline,0,32,4096,12,2,128,measure,13,2278,0
baseline,0,32,4096,12,2,128,measure,14,2257,0
baseline,0,32,4096,12,2,128,measure,15,2203,0
baseline,0,32,4096,12,2,128,measure,16,2191,0
baseline,0,32,4096,12,2,128,measure,17,2242,0
baseline,0,32,4096,12,2,128,measure,18,2247,0
baseline,0,32,4096,12,2,128,measure,19,2160,0
