mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,8,4096,12,2,128,warmup,0,1296,0
scna-fp16,8,8,4096,12,2,128,warmup,1,1305,0
scna-fp16,8,8,4096,12,2,128,warmup,2,1342,0
scna-fp16,8,8,4096,12,2,128,warmup,3,1393,0
scna-fp16,8,8,4096,12,2,128,warmup,4,1394,0
scna-fp16,8,8,4096,12,2,128,measure,0,1396,0
scna-fp16,8,8,4096,12,2,128,measure,1,1395,0
scna-fp16,8,8,4096,12,2,128,measure,2,1398,0
scna-fp16,8,8,4096,12,2,128,measure,3,1388,0
scna-fp16,8,8,4096,12,2,128,measure,4,1415,0
scna-fp16,8,8,4096,12,2,128,measure,5,1380,0
scna-fp16,8,8,4096,12,2,128,measure,6,1374,0
scna-fp16,8,8,4096,12,2,128,measure,7,1469,0
scna-fp16,8,8,4096,12,2,128,measure,8,1544,0
scna-fp16,8,8,4096,12,2,128,measure,9,1488,0
scna-fp16,8,8,4096,12,2,128,measure,10,1502,0
scna-fp16,8,8,4096,12,2,128,measure,11,1562,0
scna-fp16,8,8,4096,12,2,128,measure,12,1494,0
scna-fp16,8,8,4096,12,2,128,measure,13,1528,0
scna-fp16,8,8,4096,12,2,128,measure,14,1576,0
scna-fp16,8,8,4096,12,2,128,measure,15,1436,0
scna-fp16,8,8,4096,12,2,128,measure,16,1493,0
scna-fp16,8,8,4096,12,2,128,measure,17,1561,0
scna-fp16,8,8,4096,12,2,128,measure,18,1456,0
scna-fp16,8,8,4096,12,2,128,measure,19,1533,0
