mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,8,4096,12,2,128,warmup,0,1393,0
baseline,0,8,4096,12,2,128,warmup,1,1344,0
baseline,0,8,4096,12,2,128,warmup,2,1312,0
baseline,0,8,4096,12,2,128,warmup,3,1390,0
baseline,0,8,4096,12,2,128,warmup,4,1361,0
baseline,0,8,4096,12,2,128,measure,0,1288,0
baseline,0,8,4096,12,2,128,measure,1,1348,0
baseline,0,8,4096,12,2,128,measure,2,1305,0
baseline,0,8,4096,12,2,128,measure,3,1128,0
baseline,0,8,4096,12,2,128,measure,4,1143,0
baseline,0,8,4096,12,2,128,measure,5,1208,0
baseline,0,8,4096,12,2,128,measure,6,1223,0
baseline,0,8,4096,12,2,128,measure,7,1169,0
baseline,0,8,4096,12,2,128,measure,8,1147,0
baseline,0,8,4096,12,2,128,measure,9,1169,0
baseline,0,8,4096,12,2,128,measure,10,1172,0
baseline,0,8,4096,12,2,128,measure,11,1132,0
baseline,0,8,4096,12,2,128,measure,12,1243,0
baseline,0,8,4096,12,2,128,measure,13,1145,0
baseline,0,8,4096,12,2,128,measure,14,1164,0
baseline,0,8,4096,12,2,128,measure,15,1141,0
baseline,0,8,4096,12,2,128,measure,16,1243,0
baseline,0,8,4096,12,2,128,measure,17,1243,0
baseline,0,8,4096,12,2,128,measure,18,1191,0
baseline,0,8,4096,12,2,128,measure,19,1175,0
