mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,16,4096,12,2,128,warmup,0,1877,0
scna-fp16,16,16,4096,12,2,128,warmup,1,1971,0
scna-fp16,16,16,4096,12,2,128,warmup,2,1973,0
scna-fp16,16,16,4096,12,2,128,warmup,3,1974,0
scna-fp16,16,16,4096,12,2,128,warmup,4,1974,0
scna-fp16,16,16,4096,12,2,128,measure,0,1892,0
scna-fp16,16,16,4096,12,2,128,measure,1,2008,0
scna-fp16,16,16,4096,12,2,128,measure,2,2115,0
scna-fp16,16,16,4096,12,2,128,measure,3,2121,0
scna-fp16,16,16,4096,12,2,128,measure,4,2118,0
scna-fp16,16,16,4096,12,2,128,measure,5,2007,0
scna-fp16,16,16,4096,12,2,128,measure,6,2126,0
scna-fp16,16,16,4096,12,2,128,measure,7,2086,0
scna-fp16,16,16,4096,12,2,128,measure,8,2186,0
scna-fp16,16,16,4096,12,2,128,measure,9,2214,0
scna-fp16,16,16,4096,12,2,128,measure,10,2214,0
scna-fp16,16,16,4096,12,2,128,measure,11,2271,0
scna-fp16,16,16,4096,12,2,128,measure,12,2203,0
scna-fp16,16,16,4096,12,2,128,measure,13,2255,0
scna-fp16,16,16,4096,12,2,128,measure,14,2225,0
scna-fp16,16,16,4096,12,2,128,measure,15,2192,0
scna-fp16,16,16,4096,12,2,128,measure,16,2207,0
scna-fp16,16,16,4096,12,2,128,measure,17,2226,0
scna-fp16,16,16,4096,12,2,128,measure,18,2160,0
scna-fp16,16,16,4096,12,2,128,measure,19,2185,0
