mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4,4096,12,2,128,warmup,0,1494,0
scna-fp16,32,4,4096,12,2,128,warmup,1,1361,0
scna-fp16,32,4,4096,12,2,128,warmup,2,1413,0
scna-fp16,32,4,4096,12,2,128,warmup,3,1385,0
scna-fp16,32,4,4096,12,2,128,warmup,4,1384,0
scna-fp16,32,4,4096,12,2,128,measure,0,1382,0
scna-fp16,32,4,4096,12,2,128,measure,1,1380,0
scna-fp16,32,4,4096,12,2,128,measure,2,1358,0
scna-fp16,32,4,4096,12,2,128,measure,3,1365,0
scna-fp16,32,4,4096,12,2,128,measure,4,1446,0
scna-fp16,32,4,4096,12,2,128,measure,5,1342,0
scna-fp16,32,4,4096,12,2,128,measure,6,1339,0
scna-fp16,32,4,4096,12,2,128,measure,7,1360,0
scna-fp16,32,4,4096,12,2,128,measure,8,1467,0
scna-fp16,32,4,4096,12,2,128,measure,9,1430,0
scna-fp16,32,4,4096,12,2,128,measure,10,1341,0
scna-fp16,32,4,4096,12,2,128,measure,11,1346,0
scna-fp16,32,4,4096,12,2,128,measure,12,1480,0
scna-fp16,32,4,4096,12,2,128,measure,13,1432,0
scna-fp16,32,4,4096,12,2,128,measure,14,1496,0
scna-fp16,32,4,4096,12,2,128,measure,15,1490,0
scna-fp16,32,4,4096,12,2,128,measure,16,1510,0
scna-fp16,32,4,4096,12,2,128,measure,17,1559,0
scna-fp16,32,4,4096,12,2,128,measure,18,1446,0
scna-fp16,32,4,4096,12,2,128,measure,19,1515,0
