mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,32,4096,12,2,128,warmup,0,1638,0
lut-exp,0,32,4096,12,2,128,warmup,1,1764,0
lut-exp,0,32,4096,12,2,128,warmup,2,1773,0
lut-exp,0,32,4096,12,2,128,warmup,3,1757,0
lut-exp,0,32,4096,12,2,128,warmup,4,1764,0
lut-exp,0,32,4096,12,2,128,measure,0,1742,0
lut-exp,0,32,4096,12,2,128,measure,1,1787,0
lut-exp,0,32,4096,12,2,128,measure,2,1818,0
lut-exp,0,32,4096,12,2,128,measure,3,1690,0
lut-exp,0,32,4096,12,2,128,measure,4,1800,0
lut-exp,0,32,4096,12,2,128,measure,5,1819,0
lut-exp,0,32,4096,12,2,128,measure,6,1802,0
lut-exp,0,32,4096,12,2,128,measure,7,1788,0
lut-exp,0,32,4096,12,2,128,measure,8,1779,0
lut-exp,0,32,4096,12,2,128,measure,9,1745,0
lut-exp,0,32,4096,12,2,128,measure,10,1836,0
lut-exp,0,32,4096,12,2,128,measure,11,1841,0
lut-exp,0,32,4096,12,2,128,measure,12,1870,0
lut-exp,0,32,4096,12,2,128,measure,13,1939,0
lut-exp,0,32,4096,12,2,128,measure,14,1896,0
lut-exp,0,32,4096,12,2,128,measure,15,1865,0
lut-exp,0,32,4096,12,2,128,measure,16,1926,0
lut-exp,0,32,4096,12,2,128,measure,17,1856,0
lut-exp,0,32,4096,12,2,128,measure,18,1972,0
lut-exp,0,32,4096,12,2,128,measure,19,1969,0
