mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4,4096,12,2,128,warmup,0,1207,0
scna-fp16,16,4,4096,12,2,128,warmup,1,1222,0
scna-fp16,16,4,4096,12,2,128,warmup,2,1106,0
scna-fp16,16,4,4096,12,2,128,warmup,3,1019,0
scna-fp16,16,4,4096,12,2,128,warmup,4,1022,0
scna-fp16,16,4,4096,12,2,128,measure,0,1025,0
scna-fp16,16,4,4096,12,2,128,measure,1,1003,0
scna-fp16,16,4,4096,12,2,128,measure,2,1022,0
scna-fp16,16,4,4096,12,2,128,measure,3,991,0
scna-fp16,16,4,4096,12,2,128,measure,4,1059,0
scna-fp16,16,4,4096,12,2,128,measure,5,1067,0
scna-fp16,16,4,4096,12,2,128,measure,6,1019,0
scna-fp16,16,4,4096,12,2,128,measure,7,1004,0
scna-fp16,16,4,4096,12,2,128,measure,8,1011,0
scna-fp16,16,4,4096,12,2,128,measure,9,1009,0
scna-fp16,16,4,4096,12,2,128,measure,10,1095,0
scna-fp16,16,4,4096,12,2,128,measure,11,1043,0
scna-fp16,16,4,4096,12,2,128,measure,12,1095,0
scna-fp16,16,4,4096,12,2,128,measure,13,1099,0
scna-fp16,16,4,4096,12,2,128,measure,14,1023,0
scna-fp16,16,4,4096,12,2,128,measure,15,1023,0
scna-fp16,16,4,4096,12,2,128,measure,16,1004,0
scna-fp16,16,4,4096,12,2,128,measure,17,1012,0
scna-fp16,16,4,4096,12,2,128,measure,18,1013,0
scna-fp16,16,4,4096,12,2,128,measure,19,1003,0
