mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4,4096,12,2,128,warmup,0,1257,0
scna-fp16,16,4,4096,12,2,128,warmup,1,1203,0
scna-fp16,16,4,4096,12,2,128,warmup,2,1107,0
scna-fp16,16,4,4096,12,2,128,warmup,3,1104,0
scna-fp16,16,4,4096,12,2,128,warmup,4,1167,0
scna-fp16,16,4,4096,12,2,128,measure,0,1183,0
scna-fp16,16,4,4096,12,2,128,measure,1,1271,0
scna-fp16,16,4,4096,12,2,128,measure,2,1145,0
scna-fp16,16,4,4096,12,2,128,measure,3,1106,0
scna-fp16,16,4,4096,12,2,128,measure,4,1118,0
scna-fp16,16,4,4096,12,2,128,measure,5,1177,0
scna-fp16,16,4,4096,12,2,128,measure,6,1166,0
scna-fp16,16,4,4096,12,2,128,measure,7,1166,0
scna-fp16,16,4,4096,12,2,128,measure,8,1163,0
scna-fp16,16,4,4096,12,2,128,measure,9,1166,0
scna-fp16,16,4,4096,12,2,128,measure,10,1160,0
scna-fp16,16,4,4096,12,2,128,measure,11,1151,0
scna-fp16,16,4,4096,12,2,128,measure,12,1128,0
scna-fp16,16,4,4096,12,2,128,measure,13,1311,0
scna-fp16,16,4,4096,12,2,128,measure,14,1329,0
scna-fp16,16,4,4096,12,2,128,measure,15,1310,0
scna-fp16,16,4,4096,12,2,128,measure,16,1352,0
scna-fp16,16,4,4096,12,2,128,measure,17,1342,0
scna-fp16,16,4,4096,12,2,128,measure,18,1340,0
scna-fp16,16,4,4096,12,2,128,measure,19,1359,0
