mode,width,lanes,iters,elapsed_us,pair_elapsed_us,rmse,max_abs_error,dense_samples,dense_rmse,dense_max_abs_error,pair_max_abs_diff,monotonic_violations,negative_count,nan_count,y_min,y_minus12,y_minus4,y_zero
scna-int8,16,64,1000,68,82,0.00238002,0.0141602,1024,0.0147718,0.0867047,0,0,0,0,0,0,0.0476379,0.98584
