mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,8,4096,12,2,128,warmup,0,1013,0
lut-exp,0,8,4096,12,2,128,warmup,1,1008,0
lut-exp,0,8,4096,12,2,128,warmup,2,1016,0
lut-exp,0,8,4096,12,2,128,warmup,3,1018,0
lut-exp,0,8,4096,12,2,128,warmup,4,1014,0
lut-exp,0,8,4096,12,2,128,measure,0,1001,0
lut-exp,0,8,4096,12,2,128,measure,1,1002,0
lut-exp,0,8,4096,12,2,128,measure,2,1029,0
lut-exp,0,8,4096,12,2,128,measure,3,1012,0
lut-exp,0,8,4096,12,2,128,measure,4,996,0
lut-exp,0,8,4096,12,2,128,measure,5,1029,0
lut-exp,0,8,4096,12,2,128,measure,6,1069,0
lut-exp,0,8,4096,12,2,128,measure,7,1076,0
lut-exp,0,8,4096,12,2,128,measure,8,1071,0
lut-exp,0,8,4096,12,2,128,measure,9,1198,0
lut-exp,0,8,4096,12,2,128,measure,10,1079,0
lut-exp,0,8,4096,12,2,128,measure,11,1193,0
lut-exp,0,8,4096,12,2,128,measure,12,1193,0
lut-exp,0,8,4096,12,2,128,measure,13,1196,0
lut-exp,0,8,4096,12,2,128,measure,14,1192,0
lut-exp,0,8,4096,12,2,128,measure,15,1190,0
lut-exp,0,8,4096,12,2,128,measure,16,1187,0
lut-exp,0,8,4096,12,2,128,measure,17,1191,0
lut-exp,0,8,4096,12,2,128,measure,18,1188,0
lut-exp,0,8,4096,12,2,128,measure,19,1266,0
